protein_id	protein_name	species_code	species_name	current_family	CPAP1_score	CPAP1_evalue	CPAP3_score	CPAP3_evalue	delta_CPAP1_minus_CPAP3	higher_score_prediction
Cfe_CL2407.Contig1-RR1	CL2407.Contig1-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_CL2972.Contig2-CPRNC	CL2972.Contig2-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_CL3005.Contig2-RR2	CL3005.Contig2-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_CL3377.Contig1-RR2	CL3377.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_CL3437.Contig1-CPLCP	CL3437.Contig1-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	0.0	None	0.0	None	0.0	no_hit
Cfe_CL3825.Contig1-Tweedle	CL3825.Contig1-Tweedle	Cfe	Cryptolestes ferrugineus	Tweedle	0.0	None	0.0	None	0.0	no_hit
Cfe_CL4305.Contig1-CPLCP	CL4305.Contig1-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	0.0	None	0.0	None	0.0	no_hit
Cfe_CL4537.Contig1-RR1	CL4537.Contig1-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_CL4553.Contig2-RR2	CL4553.Contig2-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_CL4803.Contig1-CPLCP	CL4803.Contig1-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	0.0	None	0.0	None	0.0	no_hit
Cfe_CL5048.Contig2-CPCFC	CL5048.Contig2-CPCFC	Cfe	Cryptolestes ferrugineus	CPCFC	0.0	None	0.0	None	0.0	no_hit
Cfe_CL5060.Contig1-RR2	CL5060.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_CL5122.Contig1-CPRNC	CL5122.Contig1-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_CL5161.Contig1-RR2	CL5161.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_CL5195.Contig1-RR2	CL5195.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_CL971.Contig1-RR2	CL971.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_CPAP1-A	CPAP1-A	Cfe	Cryptolestes ferrugineus	CPAP1	161.4	3.4e-48	26.6	4.6e-07	134.8	CPAP1
Cfe_CPAP1-B	CPAP1-B	Cfe	Cryptolestes ferrugineus	CPAP1	165.3	2.1e-49	20.2	4e-05	145.1	CPAP1
Cfe_CPAP1-B2	CPAP1-B2	Cfe	Cryptolestes ferrugineus	CPAP1	168.3	2.7e-50	20.1	4.3e-05	148.2	CPAP1
Cfe_CPAP1-C	CPAP1-C	Cfe	Cryptolestes ferrugineus	CPAP1	138.2	4.1e-41	16.1	0.0007	122.1	CPAP1
Cfe_CPAP1-D	CPAP1-D	Cfe	Cryptolestes ferrugineus	CPAP1	111.3	6.5e-33	26.5	4.6e-07	84.8	CPAP1
Cfe_CPAP1-F	CPAP1-F	Cfe	Cryptolestes ferrugineus	CPAP1	157.0	7.5e-47	27.2	2.9e-07	129.8	CPAP1
Cfe_CPAP1-G	CPAP1-G	Cfe	Cryptolestes ferrugineus	CPAP1	121.5	5.2e-36	26.2	6e-07	95.3	CPAP1
Cfe_CPAP1-H	CPAP1-H	Cfe	Cryptolestes ferrugineus	CPAP1	125.0	4.3e-37	18.7	0.00012	106.3	CPAP1
Cfe_CPAP1-I	CPAP1-I	Cfe	Cryptolestes ferrugineus	CPAP1	117.9	6.1e-35	0.0	None	117.9	CPAP1
Cfe_CPAP1-J	CPAP1-J	Cfe	Cryptolestes ferrugineus	CPAP1	114.4	7.4e-34	28.1	1.6e-07	86.3	CPAP1
Cfe_CPAP1-K	CPAP1-K	Cfe	Cryptolestes ferrugineus	CPAP1	124.9	4.7e-37	8.5	0.15	116.4	CPAP1
Cfe_CPAP1-M	CPAP1-M	Cfe	Cryptolestes ferrugineus	CPAP1	67.2	1.8e-19	25.5	9.4e-07	41.7	CPAP1
Cfe_CPAP1-N	CPAP1-N	Cfe	Cryptolestes ferrugineus	CPAP1	122.1	3.2e-36	19.7	5.5e-05	102.4	CPAP1
Cfe_CPAP3-A1	CPAP3-A1	Cfe	Cryptolestes ferrugineus	CPAP3	62.7	4.2e-18	302.9	2.4e-91	-240.2	CPAP3
Cfe_CPAP3-B	CPAP3-B	Cfe	Cryptolestes ferrugineus	CPAP3	93.4	1.8e-27	297.7	9e-90	-204.3	CPAP3
Cfe_CPAP3-C1	CPAP3-C1	Cfe	Cryptolestes ferrugineus	CPAP3	47.9	1.5e-13	281.7	7.2e-85	-233.8	CPAP3
Cfe_CPAP3-C2	CPAP3-C2	Cfe	Cryptolestes ferrugineus	CPAP3	47.2	2.3e-13	289.6	2.7e-87	-242.4	CPAP3
Cfe_CPAP3-D1	CPAP3-D1	Cfe	Cryptolestes ferrugineus	CPAP3	10.6	0.035	253.8	2.3e-76	-243.2	CPAP3
Cfe_CPAP3-D2	CPAP3-D2	Cfe	Cryptolestes ferrugineus	CPAP3	20.0	4.5e-05	231.9	1.1e-69	-211.9	CPAP3
Cfe_CPAP3-E	CPAP3-E	Cfe	Cryptolestes ferrugineus	CPAP3	49.1	6.2e-14	269.5	3.7e-81	-220.4	CPAP3
Cfe_Unigene10128-CPLCA	Unigene10128-CPLCA	Cfe	Cryptolestes ferrugineus	CPLCA	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene10568-RR1	Unigene10568-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene10589-RR2	Unigene10589-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene10612-RR2	Unigene10612-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene10719-RR1	Unigene10719-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene10721-CPFL	Unigene10721-CPFL	Cfe	Cryptolestes ferrugineus	CPFL	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene11343-RR1	Unigene11343-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene11498-RR1	Unigene11498-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene11532-RR1	Unigene11532-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene11823-RR2	Unigene11823-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene11854-RR1	Unigene11854-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene11944-RR1	Unigene11944-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene11999-RR1	Unigene11999-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene12042-RR2	Unigene12042-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene12487-RR1	Unigene12487-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene12686-RR1	Unigene12686-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13007-RR1	Unigene13007-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13195-RR2	Unigene13195-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13228-RR2	Unigene13228-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13301-RR1	Unigene13301-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13309-RR1	Unigene13309-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13345-RR1	Unigene13345-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13377-RR2	Unigene13377-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13485-RR2	Unigene13485-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13547-RR1	Unigene13547-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13687-RR2	Unigene13687-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13921-CPRNC	Unigene13921-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13963-CPFL	Unigene13963-CPFL	Cfe	Cryptolestes ferrugineus	CPFL	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene13989-RR1	Unigene13989-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14052-CPRNC	Unigene14052-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14114-RR1	Unigene14114-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14133-RR2	Unigene14133-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14141-CPRNC	Unigene14141-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14189-RR2	Unigene14189-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14194-RR1	Unigene14194-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14282-RR2	Unigene14282-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14429-RR2	Unigene14429-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14620-RR2	Unigene14620-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14668-CPRNC	Unigene14668-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14806-CPLCP	Unigene14806-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15011-CPFL	Unigene15011-CPFL	Cfe	Cryptolestes ferrugineus	CPFL	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15156-CPLCP	Unigene15156-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15232-RR1	Unigene15232-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15413-RR2	Unigene15413-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15448-CPRNC	Unigene15448-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15453-RR1	Unigene15453-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15571-RR2	Unigene15571-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15617-RR1	Unigene15617-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15710-RR2	Unigene15710-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15742-RR1	Unigene15742-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15996-RR2	Unigene15996-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16129-Tweedle	Unigene16129-Tweedle	Cfe	Cryptolestes ferrugineus	Tweedle	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16334-RR2	Unigene16334-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16424-RR2	Unigene16424-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene1649-RR2	Unigene1649-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16757-RR1	Unigene16757-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16782-RR2	Unigene16782-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16827-RR2	Unigene16827-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16986-RR2	Unigene16986-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene17163-CPRNC	Unigene17163-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene17315-CPCFC	Unigene17315-CPCFC	Cfe	Cryptolestes ferrugineus	CPCFC	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene17528-RR2	Unigene17528-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18018-RR2	Unigene18018-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18090-RR2	Unigene18090-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18240-RR2	Unigene18240-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18393-CPRNC	Unigene18393-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18895-RR2	Unigene18895-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene25280-CPRNC	Unigene25280-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene25969-RR2	Unigene25969-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene362-CPLCG	Unigene362-CPLCG	Cfe	Cryptolestes ferrugineus	CPLCG	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene4298-CPRNC	Unigene4298-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene4338-RR2	Unigene4338-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene5159-RR2	Unigene5159-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene6620-RR1	Unigene6620-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene9017-RR2	Unigene9017-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene9137-RR2	Unigene9137-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene9414-CPRNC	Unigene9414-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene9627-RR2	Unigene9627-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cme_CPG1	CPG1	Cme	Cnaphalocrocis medinalis	CPG	0.0	None	0.0	None	0.0	no_hit
Cme_CPR20	CPR20	Cme	Cnaphalocrocis medinalis	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cme_Tweedle1	Tweedle1	Cme	Cnaphalocrocis medinalis	CPT	0.0	None	0.0	None	0.0	no_hit
Cpi_CPLCG5	CPLCG5	Cpi	Culex pipiens	CPLCG	0.0	None	0.0	None	0.0	no_hit
Cpi_CPR47	CPR47	Cpi	Culex pipiens	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cpi_CPR63	CPR63	Cpi	Culex pipiens	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR100	CPR100	Cpo	Cydia pomonella	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR22	CPR22	Cpo	Cydia pomonella	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR35	CPR35	Cpo	Cydia pomonella	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR67	CPR67	Cpo	Cydia pomonella	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR78	CPR78	Cpo	Cydia pomonella	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cqu_Crus1	Crus1	Cqu	Cherax quadricarinatus	NULL	0.0	None	0.0	None	0.0	no_hit
Cqu_Crus3	Crus3	Cqu	Cherax quadricarinatus	NULL	0.0	None	0.0	None	0.0	no_hit
Dan_CPF1	CPF1	Dan	Drosophila ananassae	CPF	0.0	None	0.0	None	0.0	no_hit
Dan_CPF2	CPF2	Dan	Drosophila ananassae	CPF	0.0	None	0.0	None	0.0	no_hit
Dan_CPF3	CPF3	Dan	Drosophila ananassae	CPF	0.0	None	0.0	None	0.0	no_hit
Dan_CPLCG1	CPLCG1	Dan	Drosophila ananassae	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dan_CPLCG2	CPLCG2	Dan	Drosophila ananassae	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dan_CPLCG3	CPLCG3	Dan	Drosophila ananassae	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_	CPR_Uncharacterized_	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_1	CPR_Uncharacterized_1	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_10	CPR_Uncharacterized_10	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_101	CPR_Uncharacterized_101	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_102	CPR_Uncharacterized_102	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_16	CPR_Uncharacterized_16	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_2	CPR_Uncharacterized_2	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_27	CPR_Uncharacterized_27	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_3	CPR_Uncharacterized_3	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_39	CPR_Uncharacterized_39	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
