protein_id	protein_name	species_code	species_name	current_family	CPG_score	CPG_evalue	CPH_score	CPH_evalue	delta_CPG_minus_CPH	higher_score_prediction
Cfe_Unigene14141-CPRNC	Unigene14141-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14189-RR2	Unigene14189-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14194-RR1	Unigene14194-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	15.1	0.0029	14.5	0.0051	0.6	CPG
Cfe_Unigene14282-RR2	Unigene14282-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	9.7	0.15	-9.7	CPH
Cfe_Unigene14429-RR2	Unigene14429-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14620-RR2	Unigene14620-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14668-CPRNC	Unigene14668-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene14806-CPLCP	Unigene14806-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	75.6	8.3e-22	0.0	None	75.6	CPG
Cfe_Unigene15011-CPFL	Unigene15011-CPFL	Cfe	Cryptolestes ferrugineus	CPFL	4.2	6.2	14.7	0.0043	-10.5	CPH
Cfe_Unigene15156-CPLCP	Unigene15156-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	36.1	1e-09	0.0	None	36.1	CPG
Cfe_Unigene15232-RR1	Unigene15232-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15413-RR2	Unigene15413-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	15.7	0.0018	0.0	None	15.7	CPG
Cfe_Unigene15448-CPRNC	Unigene15448-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15453-RR1	Unigene15453-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15571-RR2	Unigene15571-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15617-RR1	Unigene15617-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15710-RR2	Unigene15710-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15742-RR1	Unigene15742-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene15996-RR2	Unigene15996-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16129-Tweedle	Unigene16129-Tweedle	Cfe	Cryptolestes ferrugineus	Tweedle	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16334-RR2	Unigene16334-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	15.7	0.0019	0.0	None	15.7	CPG
Cfe_Unigene16424-RR2	Unigene16424-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene1649-RR2	Unigene1649-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	8.7	0.29	-8.7	CPH
Cfe_Unigene16757-RR1	Unigene16757-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16782-RR2	Unigene16782-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene16827-RR2	Unigene16827-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	33.9	5e-09	0.0	None	33.9	CPG
Cfe_Unigene16986-RR2	Unigene16986-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene17163-CPRNC	Unigene17163-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene17315-CPCFC	Unigene17315-CPCFC	Cfe	Cryptolestes ferrugineus	CPCFC	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene17528-RR2	Unigene17528-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18018-RR2	Unigene18018-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18090-RR2	Unigene18090-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18240-RR2	Unigene18240-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18393-CPRNC	Unigene18393-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene18895-RR2	Unigene18895-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene25280-CPRNC	Unigene25280-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene25969-RR2	Unigene25969-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene362-CPLCG	Unigene362-CPLCG	Cfe	Cryptolestes ferrugineus	CPLCG	0.0	None	9.6	0.17	-9.6	CPH
Cfe_Unigene4298-CPRNC	Unigene4298-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene4338-RR2	Unigene4338-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene5159-RR2	Unigene5159-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene6620-RR1	Unigene6620-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene9017-RR2	Unigene9017-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	21.5	3e-05	0.0	None	21.5	CPG
Cfe_Unigene9137-RR2	Unigene9137-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene9414-CPRNC	Unigene9414-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0	None	0.0	None	0.0	no_hit
Cfe_Unigene9627-RR2	Unigene9627-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0	None	12.7	0.018	-12.7	CPH
Cme_CPG1	CPG1	Cme	Cnaphalocrocis medinalis	CPG	40.0	6.9e-11	0.0	None	40.0	CPG
Cme_CPR20	CPR20	Cme	Cnaphalocrocis medinalis	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cme_Tweedle1	Tweedle1	Cme	Cnaphalocrocis medinalis	CPT	0.0	None	0.0	None	0.0	no_hit
Cpi_CPLCG5	CPLCG5	Cpi	Culex pipiens	CPLCG	0.0	None	0.0	None	0.0	no_hit
Cpi_CPR47	CPR47	Cpi	Culex pipiens	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cpi_CPR63	CPR63	Cpi	Culex pipiens	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR100	CPR100	Cpo	Cydia pomonella	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR22	CPR22	Cpo	Cydia pomonella	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR35	CPR35	Cpo	Cydia pomonella	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cpo_CPR67	CPR67	Cpo	Cydia pomonella	CPR RR-2	13.7	0.0078	0.0	None	13.7	CPG
Cpo_CPR78	CPR78	Cpo	Cydia pomonella	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Cqu_Crus1	Crus1	Cqu	Cherax quadricarinatus	NULL	0.0	None	0.0	None	0.0	no_hit
Cqu_Crus3	Crus3	Cqu	Cherax quadricarinatus	NULL	0.0	None	13.5	0.01	-13.5	CPH
Dan_CPF1	CPF1	Dan	Drosophila ananassae	CPF	0.0	None	10.7	0.073	-10.7	CPH
Dan_CPF2	CPF2	Dan	Drosophila ananassae	CPF	0.0	None	0.0	None	0.0	no_hit
Dan_CPF3	CPF3	Dan	Drosophila ananassae	CPF	0.0	None	0.0	None	0.0	no_hit
Dan_CPLCG1	CPLCG1	Dan	Drosophila ananassae	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dan_CPLCG2	CPLCG2	Dan	Drosophila ananassae	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dan_CPLCG3	CPLCG3	Dan	Drosophila ananassae	CPLCG	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_	CPR_Uncharacterized_	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_1	CPR_Uncharacterized_1	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_10	CPR_Uncharacterized_10	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_100	CPR_Uncharacterized_100	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_101	CPR_Uncharacterized_101	Dan	Drosophila ananassae	CPR	0.0	None	3.8	9.6	-3.8	CPH
Dan_CPR_Uncharacterized_102	CPR_Uncharacterized_102	Dan	Drosophila ananassae	CPR	0.0	None	7.9	0.55	-7.9	CPH
Dan_CPR_Uncharacterized_103	CPR_Uncharacterized_103	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_104	CPR_Uncharacterized_104	Dan	Drosophila ananassae	CPR	0.0	None	4.5	5.9	-4.5	CPH
Dan_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dan	Drosophila ananassae	CPR	0.0	None	30.6	6e-08	-30.6	CPH
Dan_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dan	Drosophila ananassae	CPR	0.0	None	5.7	2.5	-5.7	CPH
Dan_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_16	CPR_Uncharacterized_16	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_2	CPR_Uncharacterized_2	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dan	Drosophila ananassae	CPR	22.8	1.3e-05	0.0	None	22.8	CPG
Dan_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_27	CPR_Uncharacterized_27	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_3	CPR_Uncharacterized_3	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_39	CPR_Uncharacterized_39	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dan	Drosophila ananassae	CPR	0.0	None	4.7	5.0	-4.7	CPH
Dan_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dan	Drosophila ananassae	CPR	0.0	None	7.1	0.94	-7.1	CPH
Dan_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dan	Drosophila ananassae	CPR	21.7	2.7e-05	0.0	None	21.7	CPG
Dan_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_58	CPR_Uncharacterized_58	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_59	CPR_Uncharacterized_59	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_61	CPR_Uncharacterized_61	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_62	CPR_Uncharacterized_62	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dan	Drosophila ananassae	CPR	0.0	None	17.2	0.00074	-17.2	CPH
Dan_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_70	CPR_Uncharacterized_70	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dan	Drosophila ananassae	CPR	15.8	0.0017	0.0	None	15.8	CPG
Dan_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dan	Drosophila ananassae	CPR	0.0	None	11.6	0.039	-11.6	CPH
Dan_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dan	Drosophila ananassae	CPR	0.0	None	14.9	0.0039	-14.9	CPH
Dan_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dan	Drosophila ananassae	CPR	14.1	0.0057	15.1	0.0033	-1.0	CPH
Dan_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dan	Drosophila ananassae	CPR	0.0	None	17.0	0.00088	-17.0	CPH
Dan_CPR_Uncharacterized_85	CPR_Uncharacterized_85	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_86	CPR_Uncharacterized_86	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_87	CPR_Uncharacterized_87	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_88	CPR_Uncharacterized_88	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_89	CPR_Uncharacterized_89	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_9	CPR_Uncharacterized_9	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_90	CPR_Uncharacterized_90	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_91	CPR_Uncharacterized_91	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_92	CPR_Uncharacterized_92	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_93	CPR_Uncharacterized_93	Dan	Drosophila ananassae	CPR	0.0	None	15.4	0.0027	-15.4	CPH
Dan_CPR_Uncharacterized_94	CPR_Uncharacterized_94	Dan	Drosophila ananassae	CPR	0.0	None	20.2	8.9e-05	-20.2	CPH
Dan_CPR_Uncharacterized_95	CPR_Uncharacterized_95	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_96	CPR_Uncharacterized_96	Dan	Drosophila ananassae	CPR	0.0	None	17.0	0.00087	-17.0	CPH
Dan_CPR_Uncharacterized_97	CPR_Uncharacterized_97	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_98	CPR_Uncharacterized_98	Dan	Drosophila ananassae	CPR	0.0	None	5.5	2.9	-5.5	CPH
Dan_CPR_Uncharacterized_99	CPR_Uncharacterized_99	Dan	Drosophila ananassae	CPR	0.0	None	8.6	0.34	-8.6	CPH
Dan_CPR_Uncharacterized_A	CPR_Uncharacterized_A	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_CPR_Uncharacterized_B	CPR_Uncharacterized_B	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle1	Tweedle1	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle10	Tweedle10	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle11	Tweedle11	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle12	Tweedle12	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle13	Tweedle13	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle14	Tweedle14	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle15	Tweedle15	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle16	Tweedle16	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle17	Tweedle17	Dan	Drosophila ananassae	Tweedle	0.0	None	17.9	0.00047	-17.9	CPH
Dan_Tweedle18	Tweedle18	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle19	Tweedle19	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle2	Tweedle2	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle20	Tweedle20	Dan	Drosophila ananassae	Tweedle	0.0	None	5.7	2.5	-5.7	CPH
Dan_Tweedle21	Tweedle21	Dan	Drosophila ananassae	Tweedle	40.7	4e-11	0.0	None	40.7	CPG
Dan_Tweedle22	Tweedle22	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle23	Tweedle23	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle24	Tweedle24	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle25	Tweedle25	Dan	Drosophila ananassae	Tweedle	16.1	0.0014	0.0	None	16.1	CPG
Dan_Tweedle26	Tweedle26	Dan	Drosophila ananassae	Tweedle	31.1	3.7e-08	0.0	None	31.1	CPG
Dan_Tweedle27	Tweedle27	Dan	Drosophila ananassae	Tweedle	0.0	None	17.3	0.00072	-17.3	CPH
Dan_Tweedle28	Tweedle28	Dan	Drosophila ananassae	Tweedle	19.9	9.8e-05	0.0	None	19.9	CPG
Dan_Tweedle3	Tweedle3	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle4	Tweedle4	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle6	Tweedle6	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle7	Tweedle7	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dan_Tweedle8	Tweedle8	Dan	Drosophila ananassae	Tweedle	17.9	0.00039	0.0	None	17.9	CPG
Dan_Tweedle9	Tweedle9	Dan	Drosophila ananassae	Tweedle	0.0	None	0.0	None	0.0	no_hit
Dci_CP7	CP7	Dci	Diaphorina citri	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dci_CP8	CP8	Dci	Diaphorina citri	CPR RR-2	0.0	None	0.0	None	0.0	no_hit
Dgr_CPF1	CPF1	Dgr	Drosophila grimshawi	CPF	0.0	None	0.0	None	0.0	no_hit
Dgr_CPF2	CPF2	Dgr	Drosophila grimshawi	CPF	0.0	None	0.0	None	0.0	no_hit
Dgr_CPF3	CPF3	Dgr	Drosophila grimshawi	CPF	0.0	None	0.0	None	0.0	no_hit
