protein_id	current_family	RR1_score	RR1_evalue	RR2_score	RR2_evalue	score_delta_RR1_minus_RR2	higher_score_prediction
Bmo_CPAP1-B2	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-C	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-D	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-F	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-G	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-H	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-I	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-J	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-K	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-L	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-M	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-N	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP1-O	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-A1	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-A2	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-B	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-C	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-D1	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-D2	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-E	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-E2	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPAP3-E4	CPAP3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPF	CPF	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL1	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL2	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL3	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPFL4	CPFL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG1	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG10	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG11	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG12	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG13	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG14	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG15	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG16	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG17	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG18	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG19	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG2	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG20	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG21	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG22	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG23	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG24	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG25	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG26	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG27	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG28	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG3	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG30	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG31	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG32	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG33	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG34	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG35	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG36	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG37	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG38	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG39	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG4	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG40	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG41	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG42	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG43	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG44	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG45	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG46	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG47	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG48	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG49	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG5	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG50	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG6	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG7	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG8	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPG9	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH1	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH10	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH11	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH12	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH13	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH14	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH15	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH16	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH17	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH18	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH19	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH2	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH20	NULL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH21	NULL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH22	NULL	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH23	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH24	low complexity	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH25	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH26	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH27	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH28	CPH	32.2	1.2e-08	29.7	8.4e-08	2.5	RR-1
Bmo_CPH29	CPH	58.3	1.1e-16	16.0	0.0014	42.3	RR-1
Bmo_CPH3	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH30	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH32	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH33	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH34	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH35	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH36	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH37	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH38	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH39	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH4	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH40	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH41	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH42	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH43	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH44	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH45	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH46	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH47	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH5	CPH	21.1	2.9e-05	61.7	1.2e-17	-40.6	RR-2
Bmo_CPH6	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH7	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH8	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPH9	CPH	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR1	CPR RR-1	96.4	2e-28	39.8	6.7e-11	56.6	RR-1
Bmo_CPR10	CPR RR-1	68.2	9.8e-20	20.9	4.3e-05	47.3	RR-1
Bmo_CPR100	CPR RR-2	46.5	4.6e-13	127.4	6.9e-38	-80.9	RR-2
Bmo_CPR101	CPR RR-2	29.7	6.6e-08	108.4	5e-32	-78.7	RR-2
Bmo_CPR102	CPR RR-2	27.9	2.5e-07	109.4	2.4e-32	-81.5	RR-2
Bmo_CPR103	CPR RR-2	29.1	1e-07	108.9	3.5e-32	-79.8	RR-2
Bmo_CPR104	CPR RR-2	29.0	1.1e-07	107.5	9.5e-32	-78.5	RR-2
Bmo_CPR105	CPR RR-2	26.0	9.5e-07	108.2	5.8e-32	-82.2	RR-2
Bmo_CPR106	CPR RR-2	38.1	1.7e-10	126.4	1.4e-37	-88.3	RR-2
Bmo_CPR107	CPR RR-2	31.0	2.7e-08	119.0	2.7e-35	-88.0	RR-2
Bmo_CPR108	CPR RR-2	31.5	1.9e-08	119.7	1.7e-35	-88.2	RR-2
Bmo_CPR109	CPR RR-2	30.9	2.8e-08	136.4	1.2e-40	-105.5	RR-2
Bmo_CPR11	CPR RR-1	126.6	1.1e-37	19.8	9.3e-05	106.8	RR-1
Bmo_CPR110	CPR RR-2	28.2	1.9e-07	115.5	3.3e-34	-87.3	RR-2
Bmo_CPR111	CPR RR-2	32.8	7.5e-09	107.1	1.3e-31	-74.3	RR-2
Bmo_CPR112	CPR RR-2	21.9	1.7e-05	119.6	1.8e-35	-97.7	RR-2
Bmo_CPR113	CPR RR-2	26.1	8.6e-07	113.0	1.9e-33	-86.9	RR-2
Bmo_CPR114	CPR RR-2	29.2	1e-07	130.1	1e-38	-100.9	RR-2
Bmo_CPR115	CPR RR-2	34.9	1.7e-09	130.7	6.9e-39	-95.8	RR-2
Bmo_CPR116	CPR RR-2	29.5	8.1e-08	129.2	2e-38	-99.7	RR-2
Bmo_CPR117	CPR RR-2	34.9	1.7e-09	130.7	6.9e-39	-95.8	RR-2
Bmo_CPR118	CPR RR-2	27.5	3.2e-07	128.3	3.6e-38	-100.8	RR-2
Bmo_CPR119	CPR RR-2	35.0	1.6e-09	130.1	1.1e-38	-95.1	RR-2
Bmo_CPR12	CPR RR-1	117.7	5.7e-35	0.0	None	117.7	RR-1
Bmo_CPR120	CPR RR-2	36.1	7.3e-10	105.6	3.6e-31	-69.5	RR-2
Bmo_CPR121	CPR RR-2	34.2	2.8e-09	134.8	3.8e-40	-100.6	RR-2
Bmo_CPR122	CPR RR-2	26.1	8.4e-07	94.2	1.2e-27	-68.1	RR-2
Bmo_CPR123	CPR RR-2	0.0	None	95.4	5e-28	-95.4	RR-2
Bmo_CPR124	CPR RR-2	27.7	2.9e-07	120.0	1.3e-35	-92.3	RR-2
Bmo_CPR125	CPR RR-2	36.1	7.2e-10	93.0	2.8e-27	-56.9	RR-2
Bmo_CPR126	CPR RR-2	28.6	1.5e-07	135.9	1.7e-40	-107.3	RR-2
Bmo_CPR127	CPR RR-2	27.6	2.9e-07	131.3	4.6e-39	-103.7	RR-2
Bmo_CPR128	CPR RR-2	37.7	2.3e-10	134.4	5.1e-40	-96.7	RR-2
Bmo_CPR129	His-rich CPR RR-2	44.6	1.8e-12	138.4	2.8e-41	-93.8	RR-2
Bmo_CPR13	CPR RR-1	137.8	3.7e-41	30.9	3.6e-08	106.9	RR-1
Bmo_CPR130	CPR RR-2	38.7	1.1e-10	123.6	1e-36	-84.9	RR-2
Bmo_CPR131	CPR RR-2	34.5	2.2e-09	98.4	6.2e-29	-63.9	RR-2
Bmo_CPR132	CPR RR-2	20.2	5.6e-05	66.4	4.3e-19	-46.2	RR-2
Bmo_CPR133	CPR RR-2	40.3	3.8e-11	136.9	8.7e-41	-96.6	RR-2
Bmo_CPR134	CPR RR-2	27.7	2.9e-07	90.1	2.2e-26	-62.4	RR-2
Bmo_CPR135	CPR RR-2	35.2	1.4e-09	139.0	1.9e-41	-103.8	RR-2
Bmo_CPR136	CPR RR-2	39.1	9e-11	119.8	1.5e-35	-80.7	RR-2
Bmo_CPR137	CPR RR-2	40.9	2.5e-11	125.2	3.3e-37	-84.3	RR-2
Bmo_CPR138	CPR RR-2	40.7	2.8e-11	120.9	7.2e-36	-80.2	RR-2
Bmo_CPR139	CPR RR-2	32.0	1.4e-08	75.9	5.1e-22	-43.9	RR-2
Bmo_CPR14	CPR RR-1	95.4	4.3e-28	26.0	1.1e-06	69.4	RR-1
Bmo_CPR140	CPR RR-2	23.0	7.9e-06	81.8	7.8e-24	-58.8	RR-2
Bmo_CPR141	CPR RR-2	25.5	1.4e-06	38.3	1.9e-10	-12.8	RR-2
Bmo_CPR142	CPR RR-2	30.5	3.7e-08	101.8	5.2e-30	-71.3	RR-2
Bmo_CPR143	CPR RR-2	21.3	2.6e-05	68.2	1.2e-19	-46.9	RR-2
Bmo_CPR144	CPR RR-2	52.3	7.7e-15	84.3	1.3e-24	-32.0	RR-2
Bmo_CPR145	CPR RR-2	32.3	1.1e-08	67.9	1.5e-19	-35.6	RR-2
Bmo_CPR146	CPR RR-3	0.0	None	0.0	None	0.0	no_hit
Bmo_CPR147	CPR RR-3	56.7	3.4e-16	53.9	3.1e-15	2.8	RR-1
Bmo_CPR148	CPR RR-1	52.4	7.3e-15	0.0	None	52.4	RR-1
Bmo_CPR149	CPR RR-1	36.7	4.8e-10	26.8	6.6e-07	9.9	RR-1
Bmo_CPR15	CPR RR-1	135.2	2.5e-40	0.0	None	135.2	RR-1
Bmo_CPR150	CPR RR-2	47.2	2.7e-13	148.6	2.1e-44	-101.4	RR-2
Bmo_CPR151	CPR RR-2	15.7	0.0014	88.1	9e-26	-72.4	RR-2
Bmo_CPR152	His-rich CPR RR-2	39.6	6.2e-11	78.9	6e-23	-39.3	RR-2
Bmo_CPR153	CPR RR-1	137.7	4.2e-41	30.7	4.1e-08	107.0	RR-1
Bmo_CPR154	CPR RR-1	69.7	3.3e-20	40.2	4.8e-11	29.5	RR-1
Bmo_CPR155	CPR RR-1	81.4	8.5e-24	30.6	4.5e-08	50.8	RR-1
Bmo_CPR156	CPR RR-1	130.1	8.9e-39	39.4	8.6e-11	90.7	RR-1
Bmo_CPR157	CPR RR-2	39.3	7.3e-11	121.2	5.9e-36	-81.9	RR-2
Bmo_CPR158	CPR RR-2	39.3	7.6e-11	121.2	5.9e-36	-81.9	RR-2
Bmo_CPR159	CPR RR-2	34.1	3.1e-09	119.4	2e-35	-85.3	RR-2
Bmo_CPR16	CPR RR-1	119.6	1.5e-35	20.2	7.2e-05	99.4	RR-1
Bmo_CPR160	CPR RR-2	18.9	0.00014	55.1	1.3e-15	-36.2	RR-2
Bmo_CPR161	CPR RR-2	32.9	6.8e-09	112.8	2.2e-33	-79.9	RR-2
Bmo_CPR162	CPR RR-3	24.3	3.2e-06	14.1	0.0054	10.2	RR-1
Bmo_CPR17	CPR RR-1	127.0	8.2e-38	20.4	6.1e-05	106.6	RR-1
Bmo_CPR18	CPR RR-1	125.8	1.9e-37	30.9	3.6e-08	94.9	RR-1
Bmo_CPR19	CPR RR-1	137.3	5.5e-41	24.5	3.3e-06	112.8	RR-1
Bmo_CPR2	CPR RR-1	158.2	2.1e-47	33.1	7.4e-09	125.1	RR-1
Bmo_CPR20	CPR RR-1	108.8	3.3e-32	33.7	4.8e-09	75.1	RR-1
Bmo_CPR21	CPR RR-1	92.4	3.5e-27	0.0	None	92.4	RR-1
Bmo_CPR22	CPR RR-1	24.0	3.9e-06	0.0	None	24.0	RR-1
Bmo_CPR23	CPR RR-1	122.8	1.6e-36	43.9	3.6e-12	78.9	RR-1
Bmo_CPR24	CPR RR-1	125.8	1.9e-37	49.5	6.8e-14	76.3	RR-1
Bmo_CPR25	CPR RR-1	102.7	2.4e-30	40.4	4.4e-11	62.3	RR-1
Bmo_CPR26	CPR RR-1	118.5	3.3e-35	43.7	4e-12	74.8	RR-1
Bmo_CPR27	CPR RR-1	120.7	7e-36	36.4	7.3e-10	84.3	RR-1
Bmo_CPR28	CPR RR-1	115.2	3.3e-34	36.7	5.7e-10	78.5	RR-1
Bmo_CPR29	CPR RR-1	109.9	1.4e-32	38.6	1.5e-10	71.3	RR-1
Bmo_CPR3	CPR RR-1	146.4	8.7e-44	29.9	7.1e-08	116.5	RR-1
Bmo_CPR30	CPR RR-1	132.5	1.7e-39	57.2	2.9e-16	75.3	RR-1
Bmo_CPR31	CPR RR-1	74.9	8.8e-22	0.0	None	74.9	RR-1
Bmo_CPR32	CPR RR-1	178.6	1.1e-53	34.4	2.9e-09	144.2	RR-1
Bmo_CPR33	CPR RR-1	159.5	8.1e-48	28.3	2.3e-07	131.2	RR-1
Bmo_CPR34	CPR RR-1	147.6	3.7e-44	34.9	2.1e-09	112.7	RR-1
Bmo_CPR35	CPR RR-1	82.4	4.3e-24	49.4	7.3e-14	33.0	RR-1
Bmo_CPR36	CPR RR-1	121.4	4.2e-36	20.4	6.2e-05	101.0	RR-1
Bmo_CPR37	CPR RR-1	155.4	1.4e-46	35.4	1.4e-09	120.0	RR-1
Bmo_CPR38	CPR RR-1	143.3	7.9e-43	21.3	3.2e-05	122.0	RR-1
Bmo_CPR39	CPR RR-1	152.3	1.3e-45	16.9	0.00071	135.4	RR-1
Bmo_CPR40	CPR RR-1	99.1	3.2e-29	27.3	4.5e-07	71.8	RR-1
Bmo_CPR41	CPR RR-1	108.4	4.1e-32	30.2	5.8e-08	78.2	RR-1
Bmo_CPR42	CPR RR-1	144.8	2.7e-43	33.3	6.6e-09	111.5	RR-1
Bmo_CPR43	CPR RR-1	167.7	2.3e-50	18.0	0.00033	149.7	RR-1
Bmo_CPR44	CPR RR-1	165.9	8.7e-50	18.7	0.00021	147.2	RR-1
Bmo_CPR45	CPR RR-1	162.7	8.1e-49	42.4	1e-11	120.3	RR-1
Bmo_CPR46	CPR RR-1	121.0	5.5e-36	28.8	1.6e-07	92.2	RR-1
Bmo_CPR47	CPR RR-1	51.3	1.6e-14	37.6	3.1e-10	13.7	RR-1
Bmo_CPR48	CPR RR-1	69.8	3.2e-20	7.4	0.62	62.4	RR-1
Bmo_CPR49	CPR RR-1	127.4	6.2e-38	43.6	4.3e-12	83.8	RR-1
Bmo_CPR5	CPR RR-1	123.0	1.4e-36	35.6	1.3e-09	87.4	RR-1
Bmo_CPR50	CPR RR-1	71.2	1.2e-20	0.0	None	71.2	RR-1
Bmo_CPR51	CPR RR-1	130.1	8.9e-39	39.4	8.6e-11	90.7	RR-1
Bmo_CPR52	CPR RR-1	152.9	8.8e-46	34.8	2.3e-09	118.1	RR-1
Bmo_CPR53	CPR RR-1	114.0	7.8e-34	24.1	4.3e-06	89.9	RR-1
Bmo_CPR54	CPR RR-1	42.1	1.1e-11	15.2	0.0025	26.9	RR-1
Bmo_CPR55	CPR RR-1	56.1	5.2e-16	0.0	None	56.1	RR-1
Bmo_CPR56	CPR RR-1	43.8	3e-12	46.2	7e-13	-2.4	RR-2
Bmo_CPR57	His-rich CPR RR-2	43.5	3.9e-12	127.2	7.9e-38	-83.7	RR-2
Bmo_CPR58	CPR RR-2	37.9	2e-10	110.6	1.1e-32	-72.7	RR-2
Bmo_CPR59	CPR RR-2	36.9	4.2e-10	111.8	4.5e-33	-74.9	RR-2
Bmo_CPR6	CPR RR-1	157.8	2.6e-47	26.7	6.9e-07	131.1	RR-1
Bmo_CPR60	CPR RR-2	26.5	6.7e-07	94.4	9.9e-28	-67.9	RR-2
Bmo_CPR61	CPR RR-2	20.6	4.2e-05	98.0	8.1e-29	-77.4	RR-2
Bmo_CPR62	CPR RR-2	24.4	3e-06	104.7	6.9e-31	-80.3	RR-2
Bmo_CPR63	CPR RR-2	21.8	1.8e-05	114.1	9.1e-34	-92.3	RR-2
Bmo_CPR64	CPR RR-2	27.0	4.5e-07	93.2	2.4e-27	-66.2	RR-2
Bmo_CPR65	CPR RR-2	40.5	3.1e-11	119.0	2.7e-35	-78.5	RR-2
Bmo_CPR66	CPR RR-2	27.4	3.4e-07	97.2	1.4e-28	-69.8	RR-2
Bmo_CPR67	CPR RR-2	59.5	4.7e-17	155.3	1.8e-46	-95.8	RR-2
Bmo_CPR69	CPR RR-2	43.3	4.6e-12	123.8	9e-37	-80.5	RR-2
Bmo_CPR7	CPR RR-1	139.5	1.2e-41	28.3	2.3e-07	111.2	RR-1
Bmo_CPR70	CPR RR-2	47.7	2e-13	137.1	7.5e-41	-89.4	RR-2
Bmo_CPR71	CPR RR-2	52.8	5.2e-15	146.6	8.7e-44	-93.8	RR-2
Bmo_CPR72	CPR RR-2	39.3	7.3e-11	113.8	1.1e-33	-74.5	RR-2
Bmo_CPR73	CPR RR-2	51.4	1.5e-14	139.9	1e-41	-88.5	RR-2
Bmo_CPR74	CPR RR-2	48.6	1e-13	122.7	1.9e-36	-74.1	RR-2
Bmo_CPR75	CPR RR-2	39.8	5.5e-11	121.3	5.5e-36	-81.5	RR-2
Bmo_CPR76	CPR RR-2	40.0	4.6e-11	122.2	2.8e-36	-82.2	RR-2
Bmo_CPR77	CPR RR-2	40.9	2.4e-11	119.8	1.6e-35	-78.9	RR-2
Bmo_CPR78	CPR RR-2	33.2	5.8e-09	91.9	5.9e-27	-58.7	RR-2
Bmo_CPR79	CPR RR-2	23.1	7.1e-06	115.8	2.7e-34	-92.7	RR-2
Bmo_CPR8	CPR	142.5	1.4e-42	22.8	1.1e-05	119.7	RR-1
Bmo_CPR80	CPR RR-2	43.6	3.6e-12	117.6	7.1e-35	-74.0	RR-2
Bmo_CPR81	CPR RR-2	38.2	1.7e-10	117.9	5.7e-35	-79.7	RR-2
Bmo_CPR82	His-rich CPR RR-2	30.5	3.8e-08	123.3	1.3e-36	-92.8	RR-2
Bmo_CPR83	CPR RR-2	35.8	9.2e-10	136.7	9.6e-41	-100.9	RR-2
Bmo_CPR84	CPR RR-2	34.3	2.6e-09	127.5	6.6e-38	-93.2	RR-2
Bmo_CPR85	CPR RR-2	34.3	2.6e-09	135.6	2.1e-40	-101.3	RR-2
Bmo_CPR86	CPR RR-2	38.3	1.5e-10	136.4	1.2e-40	-98.1	RR-2
Bmo_CPR87	CPR RR-2	38.9	9.8e-11	136.5	1.1e-40	-97.6	RR-2
Bmo_CPR88	CPR RR-2	40.4	3.6e-11	137.8	4.4e-41	-97.4	RR-2
Bmo_CPR89	CPR RR-2	33.9	3.5e-09	138.1	3.7e-41	-104.2	RR-2
Bmo_CPR9	CPR RR-1	144.6	3e-43	24.0	4.8e-06	120.6	RR-1
Bmo_CPR90	CPR RR-2	28.8	1.3e-07	70.1	3.2e-20	-41.3	RR-2
Bmo_CPR91	CPR	38.3	1.6e-10	137.2	6.7e-41	-98.9	RR-2
Bmo_CPR92	CPR RR-2	32.8	7.6e-09	115.1	4.3e-34	-82.3	RR-2
Bmo_CPR93	CPR RR-2	21.8	1.8e-05	106.8	1.6e-31	-85.0	RR-2
Bmo_CPR94	CPR RR-2	37.1	3.6e-10	123.7	9.9e-37	-86.6	RR-2
Bmo_CPR95	CPR RR-2	40.1	4.4e-11	112.1	3.6e-33	-72.0	RR-2
Bmo_CPR96	CPR RR-2	48.6	1e-13	138.2	3.3e-41	-89.6	RR-2
Bmo_CPR97	CPR RR-2	43.8	3.1e-12	122.7	2.1e-36	-78.9	RR-2
Bmo_CPR98	CPR RR-2	32.7	8e-09	113.0	1.9e-33	-80.3	RR-2
Bmo_CPR99	CPR RR-2	33.1	6.2e-09	111.8	4.5e-33	-78.7	RR-2
Bmo_CPT1	CPT	0.0	None	0.0	None	0.0	no_hit
Bmo_CPT2	CPT	0.0	None	0.0	None	0.0	no_hit
Bmo_CPT3	CPT	0.0	None	0.0	None	0.0	no_hit
Bmo_CPT4	CPT	0.0	None	0.0	None	0.0	no_hit
Bmo_GRP1	CPT	0.0	None	0.0	None	0.0	no_hit
Bmo_GRP2	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_GRP3	CPG	0.0	None	0.0	None	0.0	no_hit
Bmo_LCP18	CPR RR-1	130.0	9.5e-39	28.8	1.6e-07	101.2	RR-1
Bmo_LSPMP-like	CPAP1	0.0	None	0.0	None	0.0	no_hit
Bmo_PCP	low complexity	0.0	None	0.0	None	0.0	no_hit
Bmo_Resilin	CPR RR-2	23.1	7.3e-06	82.3	5.6e-24	-59.2	RR-2
Bmo_WCP10	CPR RR-1	103.3	1.6e-30	10.7	0.058	92.6	RR-1
Bmo_WCP2	CPR RR-2	32.4	1e-08	112.1	3.7e-33	-79.7	RR-2
Bmo_WCP5	CPR RR-2	32.8	7.7e-09	118.1	5.2e-35	-85.3	RR-2
Bta_CP83	CPR RR-2	40.0	4.5e-11	143.1	1.1e-42	-103.1	RR-2
Bta_CP9	CPR RR-1	0.0	None	0.0	None	0.0	no_hit
Cfe_CL1207.Contig1-RR1	CPR RR-1	170.7	2.9e-51	29.2	1.2e-07	141.5	RR-1
Cfe_CL1548.Contig1-Tweedle	Tweedle	0.0	None	0.0	None	0.0	no_hit
Cfe_CL1789.Contig1-RR2	CPR RR-2	63.9	2.1e-18	145.7	1.7e-43	-81.8	RR-2
Cfe_CL1797.Contig1-RR1	CPR RR-1	79.5	3.2e-23	33.3	6.6e-09	46.2	RR-1
Cfe_CL1797.Contig2-RR1	CPR RR-1	80.1	2.2e-23	33.7	4.8e-09	46.4	RR-1
Cfe_CL1797.Contig3-RR1	CPR RR-1	79.4	3.6e-23	33.0	7.9e-09	46.4	RR-1
Cfe_CL1911.Contig2-RR2	CPR RR-2	46.7	3.9e-13	144.2	4.7e-43	-97.5	RR-2
Cfe_CL1950.Contig1-CPRNC	CPR	41.3	1.9e-11	0.0	None	41.3	RR-1
Cfe_CL2407.Contig1-RR1	CPR RR-1	70.3	2.3e-20	21.4	2.9e-05	48.9	RR-1
Cfe_CL2972.Contig2-CPRNC	CPR	31.0	2.6e-08	29.5	9.7e-08	1.5	RR-1
Cfe_CL3005.Contig2-RR2	CPR RR-2	37.6	2.5e-10	131.8	3.2e-39	-94.2	RR-2
Cfe_CL3377.Contig1-RR2	CPR RR-2	41.6	1.5e-11	133.2	1.2e-39	-91.6	RR-2
Cfe_CL3437.Contig1-CPLCP	CPLCP	0.0	None	0.0	None	0.0	no_hit
Cfe_CL3825.Contig1-Tweedle	Tweedle	0.0	None	0.0	None	0.0	no_hit
Cfe_CL4305.Contig1-CPLCP	CPLCP	0.0	None	0.0	None	0.0	no_hit
Cfe_CL4537.Contig1-RR1	CPR RR-1	50.2	3.3e-14	15.3	0.0023	34.9	RR-1
Cfe_CL4553.Contig2-RR2	CPR RR-2	23.2	7e-06	99.4	3e-29	-76.2	RR-2
Cfe_CL4803.Contig1-CPLCP	CPLCP	0.0	None	0.0	None	0.0	no_hit
Cfe_CL5048.Contig2-CPCFC	CPCFC	0.0	None	0.0	None	0.0	no_hit
