#                                                                          --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name                   accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#           ------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Foc_RR-1_2                      -          CPR_combined.aln     -            1.7e-71  238.1 112.4   2.6e-16   57.6   7.5   6.1   1   1   5   6   6   6   6 -
Dps_CPR_Uncharacterized_105     -          CPR_combined.aln     -            6.3e-30  102.1  11.9   7.8e-30  101.8  11.9   1.2   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_57      -          CPR_combined.aln     -            6.5e-30  102.1   0.7   7.4e-30  101.9   0.7   1.0   1   0   0   1   1   1   1 -
Aga_CPR115                      -          CPR_combined.aln     -            6.5e-30  102.1  12.7   7.8e-30  101.8  12.7   1.0   1   0   0   1   1   1   1 -
Foc_RR-2_15                     -          CPR_combined.aln     -            6.5e-30  102.1   4.7   7.6e-30  101.9   4.7   1.0   1   0   0   1   1   1   1 -
Dme_Cpr78Cc                     -          CPR_combined.aln     -            6.8e-30  102.0   0.5   7.3e-30  101.9   0.5   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_81      -          CPR_combined.aln     -              7e-30  102.0  10.0     8e-30  101.8  10.0   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr40                       -          CPR_combined.aln     -            7.1e-30  102.0  20.4   8.3e-30  101.7  20.4   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene13485-RR2            -          CPR_combined.aln     -            7.4e-30  101.9   1.6     8e-30  101.8   1.6   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_70      -          CPR_combined.aln     -            8.8e-30  101.7   0.2     9e-30  101.6   0.2   1.0   1   0   0   1   1   1   1 -
Dme_Lcp65Ag1                    -          CPR_combined.aln     -            9.2e-30  101.6   0.3     1e-29  101.5   0.3   1.0   1   0   0   1   1   1   1 -
Dme_Lcp65Ag2                    -          CPR_combined.aln     -            9.2e-30  101.6   0.3     1e-29  101.5   0.3   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene11343-RR1            -          CPR_combined.aln     -            9.9e-30  101.5   0.7   1.1e-29  101.4   0.7   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_27      -          CPR_combined.aln     -            1.1e-29  101.4  11.6   7.2e-29   98.7  11.6   1.9   1   1   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_90      -          CPR_combined.aln     -            1.1e-29  101.3   1.2   1.2e-29  101.2   1.2   1.2   1   0   0   1   1   1   1 -
Aga_CPR38                       -          CPR_combined.aln     -            1.1e-29  101.3  11.2   1.2e-29  101.2  11.2   1.0   1   0   0   1   1   1   1 -
Aga_CPR32                       -          CPR_combined.aln     -            1.2e-29  101.3  14.0   1.3e-29  101.2  14.0   1.0   1   0   0   1   1   1   1 -
Aga_CPR12                       -          CPR_combined.aln     -            1.2e-29  101.3   2.1   1.3e-29  101.1   2.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR13                       -          CPR_combined.aln     -            1.2e-29  101.3   2.1   1.3e-29  101.1   2.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR51                       -          CPR_combined.aln     -            1.3e-29  101.1  15.0   1.4e-29  101.0  15.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR76                       -          CPR_combined.aln     -            1.4e-29  101.0   9.4   1.4e-29  101.0   9.4   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_102     -          CPR_combined.aln     -            1.4e-29  101.0   2.7   1.5e-29  100.9   2.7   1.0   1   0   0   1   1   1   1 -
Aga_CPR136                      -          CPR_combined.aln     -            1.5e-29  100.9  14.8   1.6e-29  100.9  14.8   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_78      -          CPR_combined.aln     -            1.5e-29  100.9   0.4   1.5e-29  100.9   0.4   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_95      -          CPR_combined.aln     -            1.5e-29  100.9   0.1   1.7e-29  100.8   0.1   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene14133-RR2            -          CPR_combined.aln     -            1.6e-29  100.8   0.1   1.8e-29  100.7   0.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR50                       -          CPR_combined.aln     -            1.6e-29  100.8  13.9   1.8e-29  100.7  13.9   1.0   1   0   0   1   1   1   1 -
Aga_CPR49                       -          CPR_combined.aln     -            1.6e-29  100.8  14.7   1.8e-29  100.7  14.7   1.0   1   0   0   1   1   1   1 -
Aga_CPR55                       -          CPR_combined.aln     -            1.7e-29  100.7   0.3   1.9e-29  100.6   0.3   1.0   1   0   0   1   1   1   1 -
Bmo_CPR9                        -          CPR_combined.aln     -            1.8e-29  100.7   3.7   1.8e-29  100.6   3.7   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_21      -          CPR_combined.aln     -            1.8e-29  100.6   3.6   2.3e-29  100.3   3.6   1.1   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_68      -          CPR_combined.aln     -              2e-29  100.5  13.9   2.4e-29  100.2  13.9   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_104     -          CPR_combined.aln     -            2.1e-29  100.4   4.7   2.4e-29  100.2   4.7   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_68      -          CPR_combined.aln     -            2.1e-29  100.4   5.3   2.1e-29  100.4   5.3   1.1   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_32      -          CPR_combined.aln     -            2.1e-29  100.4   0.7   2.3e-29  100.3   0.7   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_64      -          CPR_combined.aln     -            2.2e-29  100.4  22.6   2.4e-29  100.2  22.6   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_111     -          CPR_combined.aln     -            2.3e-29  100.3   1.6   2.4e-29  100.2   1.6   1.0   1   0   0   1   1   1   1 -
Dme_Lcp65Ag3                    -          CPR_combined.aln     -            2.3e-29  100.3   0.3   2.5e-29  100.2   0.3   1.0   1   0   0   1   1   1   1 -
Foc_RR-2_13                     -          CPR_combined.aln     -            2.3e-29  100.3   5.0   2.5e-29  100.2   5.0   1.0   1   0   0   1   1   1   1 -
Aae_L009001-PA                  -          CPR_combined.aln     -            2.3e-29  100.3   5.3   2.7e-29  100.0   5.3   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_29      -          CPR_combined.aln     -            2.4e-29  100.3   0.0   2.6e-29  100.1   0.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR42                       -          CPR_combined.aln     -            2.5e-29  100.2   0.5   2.8e-29  100.0   0.5   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_70      -          CPR_combined.aln     -            2.5e-29  100.2   3.8   2.9e-29  100.0   3.8   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_34      -          CPR_combined.aln     -            2.5e-29  100.2   0.3   2.7e-29  100.1   0.3   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_35      -          CPR_combined.aln     -            2.5e-29  100.2   0.3   2.7e-29  100.1   0.3   1.0   1   0   0   1   1   1   1 -
Aga_CPR54                       -          CPR_combined.aln     -            2.5e-29  100.2  14.5   2.7e-29  100.1  14.5   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_106     -          CPR_combined.aln     -            2.6e-29  100.1  11.8     3e-29   99.9  11.8   1.1   1   0   0   1   1   1   1 -
Nlu_Cpr63                       -          CPR_combined.aln     -            2.7e-29  100.1  14.7   2.8e-29  100.0  14.7   1.0   1   0   0   1   1   1   1 -
Aga_CPR72                       -          CPR_combined.aln     -            2.7e-29  100.1  14.5   2.9e-29  100.0  14.5   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_110     -          CPR_combined.aln     -            2.8e-29  100.0   2.5   2.9e-29  100.0   2.5   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_55      -          CPR_combined.aln     -            2.9e-29  100.0   3.1   3.1e-29   99.9   3.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR53                       -          CPR_combined.aln     -            2.9e-29  100.0  14.3   3.1e-29   99.9  14.3   1.0   1   0   0   1   1   1   1 -
Bmo_CPR75                       -          CPR_combined.aln     -            2.9e-29  100.0   9.0   3.1e-29   99.9   9.0   1.0   1   0   0   1   1   1   1 -
Cpo_CPR100                      -          CPR_combined.aln     -              3e-29   99.9   0.7   3.3e-29   99.8   0.7   1.0   1   0   0   1   1   1   1 -
Bmo_CPR158                      -          CPR_combined.aln     -            3.1e-29   99.9   9.5   3.3e-29   99.8   9.5   1.0   1   0   0   1   1   1   1 -
Dme_Cpr67Fb                     -          CPR_combined.aln     -            3.2e-29   99.8   0.7   3.4e-29   99.8   0.7   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_72      -          CPR_combined.aln     -            3.2e-29   99.8   3.9   3.6e-29   99.7   3.9   1.1   1   0   0   1   1   1   1 -
Bmo_CPR49                       -          CPR_combined.aln     -            3.3e-29   99.8   3.7   3.5e-29   99.7   3.7   1.0   1   0   0   1   1   1   1 -
Bmo_CPR157                      -          CPR_combined.aln     -            3.4e-29   99.7   9.3   3.5e-29   99.7   9.3   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_93      -          CPR_combined.aln     -            3.4e-29   99.7   1.6   3.7e-29   99.6   1.6   1.0   1   0   0   1   1   1   1 -
Bmo_CPR138                      -          CPR_combined.aln     -            3.5e-29   99.7   9.4   3.6e-29   99.6   9.4   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene4338-RR2             -          CPR_combined.aln     -            3.5e-29   99.7   6.7   3.6e-29   99.7   6.7   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_42      -          CPR_combined.aln     -            3.5e-29   99.7   7.6   4.1e-29   99.5   7.6   1.1   1   0   0   1   1   1   1 -
Aga_CPR47                       -          CPR_combined.aln     -            3.8e-29   99.6   9.3     4e-29   99.5   9.3   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_34      -          CPR_combined.aln     -            3.8e-29   99.6   0.1   4.1e-29   99.5   0.1   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_70      -          CPR_combined.aln     -            3.9e-29   99.5   2.1   4.3e-29   99.4   2.1   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_90      -          CPR_combined.aln     -            4.1e-29   99.5   4.5   4.4e-29   99.4   4.5   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_114     -          CPR_combined.aln     -            4.4e-29   99.4  21.3   5.2e-29   99.1  21.3   1.1   1   0   0   1   1   1   1 -
Aga_CPR101                      -          CPR_combined.aln     -            4.5e-29   99.3   8.4   4.9e-29   99.2   8.4   1.0   1   0   0   1   1   1   1 -
Dma_A0A164MG04                  -          CPR_combined.aln     -            4.5e-29   99.3   0.0     5e-29   99.2   0.0   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_109     -          CPR_combined.aln     -            4.7e-29   99.3   0.0   4.9e-29   99.2   0.0   1.1   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_85      -          CPR_combined.aln     -            4.8e-29   99.2   0.0   5.3e-29   99.1   0.0   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_86      -          CPR_combined.aln     -            4.8e-29   99.2   0.0   5.3e-29   99.1   0.0   1.0   1   0   0   1   1   1   1 -
Dme_Cpr49Af                     -          CPR_combined.aln     -            4.9e-29   99.2   3.9   5.3e-29   99.1   3.9   1.0   1   0   0   1   1   1   1 -
Cfe_CL3005.Contig2-RR2          -          CPR_combined.aln     -            4.9e-29   99.2   0.4   5.5e-29   99.1   0.4   1.0   1   0   0   1   1   1   1 -
Bmo_CPR77                       -          CPR_combined.aln     -              5e-29   99.2  12.5     6e-29   98.9  12.5   1.1   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_124     -          CPR_combined.aln     -              5e-29   99.2   0.1   5.6e-29   99.0   0.1   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_104     -          CPR_combined.aln     -            5.2e-29   99.1  14.2   6.5e-29   98.8  14.2   1.2   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_61      -          CPR_combined.aln     -            5.5e-29   99.0  24.1     6e-29   98.9  24.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR34                       -          CPR_combined.aln     -            5.6e-29   99.0  15.3     6e-29   98.9  15.3   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_46      -          CPR_combined.aln     -            6.2e-29   98.9   8.5     7e-29   98.7   8.5   1.0   1   0   0   1   1   1   1 -
Aga_CPR150                      -          CPR_combined.aln     -            6.4e-29   98.8   9.4   6.5e-29   98.8   9.4   1.0   1   0   0   1   1   1   1 -
Bmo_CPR3                        -          CPR_combined.aln     -            6.8e-29   98.8   7.1   7.7e-29   98.6   7.1   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_15      -          CPR_combined.aln     -            6.9e-29   98.7   0.6   7.5e-29   98.6   0.6   1.0   1   0   0   1   1   1   1 -
Bmo_CPR19                       -          CPR_combined.aln     -            7.3e-29   98.7   9.1   7.7e-29   98.6   9.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR16                       -          CPR_combined.aln     -            7.4e-29   98.6   0.4   7.9e-29   98.5   0.4   1.0   1   0   0   1   1   1   1 -
Bmo_CPR80                       -          CPR_combined.aln     -            7.6e-29   98.6   0.4   8.2e-29   98.5   0.4   1.0   1   0   0   1   1   1   1 -
Bmo_CPR85                       -          CPR_combined.aln     -            7.9e-29   98.5  11.3   8.1e-29   98.5  11.3   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_5       -          CPR_combined.aln     -            7.9e-29   98.5   9.1   2.4e-28   97.0   9.1   1.7   1   1   0   1   1   1   1 -
Dme_Cpr64Ac                     -          CPR_combined.aln     -            8.1e-29   98.5   2.8   8.3e-29   98.5   2.8   1.1   1   0   0   1   1   1   1 -
Aga_CPR26                       -          CPR_combined.aln     -            8.4e-29   98.5   0.0   9.1e-29   98.3   0.0   1.0   1   0   0   1   1   1   1 -
Sex_CPG316                      -          CPR_combined.aln     -            8.4e-29   98.4  17.8   9.3e-29   98.3  17.8   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_116     -          CPR_combined.aln     -            8.5e-29   98.4  12.1   9.9e-29   98.2  12.1   1.1   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_39      -          CPR_combined.aln     -            8.5e-29   98.4   2.2   9.8e-29   98.2   2.2   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_77      -          CPR_combined.aln     -            8.6e-29   98.4  11.4   9.9e-29   98.2  11.4   1.0   1   0   0   1   1   1   1 -
Dme_Cpr76Ba                     -          CPR_combined.aln     -            8.9e-29   98.4  10.7   1.1e-28   98.1  10.7   1.1   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_27      -          CPR_combined.aln     -            9.1e-29   98.3   0.1     1e-28   98.2   0.1   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr9                        -          CPR_combined.aln     -            9.4e-29   98.3   0.7   1.1e-28   98.1   0.7   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_74      -          CPR_combined.aln     -            9.5e-29   98.3   7.7   1.6e-28   97.5   7.7   1.5   1   1   0   1   1   1   1 -
Nlu_Cpr15                       -          CPR_combined.aln     -            9.6e-29   98.3   4.7     1e-28   98.2   4.7   1.0   1   0   0   1   1   1   1 -
Mse_LCP16-17                    -          CPR_combined.aln     -            9.9e-29   98.2   0.4   1.1e-28   98.1   0.4   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr68                       -          CPR_combined.aln     -            1.1e-28   98.1   7.9   1.2e-28   97.9   7.9   1.1   1   0   0   1   1   1   1 -
Dci_CP7                         -          CPR_combined.aln     -            1.1e-28   98.1  22.1   1.2e-28   98.0  22.1   1.0   1   0   0   1   1   1   1 -
Bmo_CPR121                      -          CPR_combined.aln     -            1.1e-28   98.1   9.6   1.2e-28   98.0   9.6   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene16782-RR2            -          CPR_combined.aln     -            1.1e-28   98.0  29.5   9.5e-15   52.5  16.7   2.0   1   1   1   2   2   2   2 -
Dgr_CPR_Uncharacterized_66      -          CPR_combined.aln     -            1.1e-28   98.0  15.8   1.5e-28   97.6  15.8   1.2   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_87      -          CPR_combined.aln     -            1.2e-28   98.0   0.0   1.2e-28   98.0   0.0   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_96      -          CPR_combined.aln     -            1.2e-28   98.0   4.2   1.2e-28   97.9   4.2   1.0   1   0   0   1   1   1   1 -
Bmo_CPR44                       -          CPR_combined.aln     -            1.2e-28   97.9   1.1   1.3e-28   97.9   1.1   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_111     -          CPR_combined.aln     -            1.4e-28   97.7   1.6   1.5e-28   97.6   1.6   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_83      -          CPR_combined.aln     -            1.4e-28   97.7   1.8   1.6e-28   97.5   1.8   1.0   1   0   0   1   1   1   1 -
Foc_RR-2_12                     -          CPR_combined.aln     -            1.4e-28   97.7  10.1   1.5e-28   97.7  10.1   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_108     -          CPR_combined.aln     -            1.4e-28   97.7   0.5   1.6e-28   97.5   0.5   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_I       -          CPR_combined.aln     -            1.5e-28   97.7  14.5   1.7e-28   97.5  14.5   1.0   1   0   0   1   1   1   1 -
Aga_CPR37                       -          CPR_combined.aln     -            1.5e-28   97.7  12.2   1.6e-28   97.6  12.2   1.0   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_28      -          CPR_combined.aln     -            1.5e-28   97.6   0.1   1.6e-28   97.5   0.1   1.0   1   0   0   1   1   1   1 -
Bmo_CPR133                      -          CPR_combined.aln     -            1.6e-28   97.5  10.2   1.7e-28   97.5  10.2   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr79                       -          CPR_combined.aln     -            1.6e-28   97.5   5.5   1.9e-28   97.3   5.5   1.0   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_40      -          CPR_combined.aln     -            1.7e-28   97.5   6.8   1.9e-28   97.3   6.8   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene13687-RR2            -          CPR_combined.aln     -            1.8e-28   97.4  21.3     2e-28   97.2  21.3   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_41      -          CPR_combined.aln     -            1.9e-28   97.3   4.6   2.1e-28   97.1   4.6   1.0   1   0   0   1   1   1   1 -
Bmo_CPR23                       -          CPR_combined.aln     -              2e-28   97.2   0.7   2.2e-28   97.1   0.7   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_50      -          CPR_combined.aln     -            2.1e-28   97.2   2.3   2.2e-28   97.1   2.3   1.0   1   0   0   1   1   1   1 -
Mme_CPR3                        -          CPR_combined.aln     -            2.1e-28   97.1   2.4   2.3e-28   97.0   2.4   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_14      -          CPR_combined.aln     -            2.2e-28   97.1   8.7   2.3e-28   97.0   8.7   1.0   1   0   0   1   1   1   1 -
Aga_CPR141                      -          CPR_combined.aln     -            2.2e-28   97.1  26.2   4.4e-26   89.6  26.2   2.1   1   1   0   1   1   1   1 -
Bmo_CPR126                      -          CPR_combined.aln     -            2.2e-28   97.1  13.8   2.4e-28   97.0  13.8   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr13                       -          CPR_combined.aln     -            2.3e-28   97.0   7.4   2.8e-28   96.7   7.4   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_101     -          CPR_combined.aln     -            2.6e-28   96.8   7.1   2.9e-28   96.7   7.1   1.0   1   0   0   1   1   1   1 -
Dme_Cpr65Eb                     -          CPR_combined.aln     -            2.7e-28   96.8   9.0     3e-28   96.6   9.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR53                       -          CPR_combined.aln     -            2.8e-28   96.8  15.4   3.6e-28   96.4  15.4   1.2   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_112     -          CPR_combined.aln     -            2.9e-28   96.7   1.5     3e-28   96.6   1.5   1.1   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_3       -          CPR_combined.aln     -            2.9e-28   96.7   0.5   3.3e-28   96.5   0.5   1.0   1   0   0   1   1   1   1 -
Har_LCP17                       -          CPR_combined.aln     -            2.9e-28   96.7   9.8   3.1e-28   96.6   9.8   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_83      -          CPR_combined.aln     -              3e-28   96.7   0.1   3.2e-28   96.5   0.1   1.0   1   0   0   1   1   1   1 -
Aga_CPR52                       -          CPR_combined.aln     -            3.3e-28   96.5  12.1   3.5e-28   96.4  12.1   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_74      -          CPR_combined.aln     -            3.3e-28   96.5   1.0   3.9e-28   96.3   1.0   1.0   1   0   0   1   1   1   1 -
Foc_RR-1_14                     -          CPR_combined.aln     -            3.4e-28   96.5  12.6   3.8e-28   96.3  12.6   1.0   1   0   0   1   1   1   1 -
Bmo_CPR94                       -          CPR_combined.aln     -            3.6e-28   96.4   3.9   4.2e-28   96.2   3.9   1.1   1   0   0   1   1   1   1 -
Aga_CPR48                       -          CPR_combined.aln     -            3.6e-28   96.4  12.1   3.8e-28   96.3  12.1   1.0   1   0   0   1   1   1   1 -
Bmo_LCP18                       -          CPR_combined.aln     -            3.7e-28   96.4   1.1     4e-28   96.2   1.1   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr1                        -          CPR_combined.aln     -            3.8e-28   96.3   1.6   4.3e-28   96.1   1.6   1.0   1   0   0   1   1   1   1 -
Dme_Cpr23B                      -          CPR_combined.aln     -            3.8e-28   96.3  12.9   5.6e-27   92.5  12.9   2.0   1   1   0   1   1   1   1 -
Aga_CPR33                       -          CPR_combined.aln     -              4e-28   96.3  15.0   4.3e-28   96.1  15.0   1.0   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_28      -          CPR_combined.aln     -              4e-28   96.2   0.0   4.3e-28   96.1   0.0   1.0   1   0   0   1   1   1   1 -
Dma_A0A164KG21                  -          CPR_combined.aln     -            4.3e-28   96.1   0.0   4.9e-28   96.0   0.0   1.0   1   0   0   1   1   1   1 -
Bmo_CPR130                      -          CPR_combined.aln     -            4.7e-28   96.0   6.6   5.8e-28   95.7   6.6   1.1   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_71      -          CPR_combined.aln     -              5e-28   95.9   2.5   5.4e-28   95.8   2.5   1.1   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_27      -          CPR_combined.aln     -            5.1e-28   95.9   0.1   5.4e-28   95.8   0.1   1.0   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_115     -          CPR_combined.aln     -            5.2e-28   95.9  17.1   6.1e-28   95.6  17.1   1.1   1   0   0   1   1   1   1 -
Bmo_CPR39                       -          CPR_combined.aln     -            5.4e-28   95.8   2.6   5.9e-28   95.7   2.6   1.0   1   0   0   1   1   1   1 -
Aga_CPR106                      -          CPR_combined.aln     -            5.5e-28   95.8   0.7   5.9e-28   95.7   0.7   1.0   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_21      -          CPR_combined.aln     -            5.6e-28   95.8   7.2   1.3e-27   94.6   7.0   1.5   1   1   1   2   2   1   1 -
Aga_CPR66                       -          CPR_combined.aln     -            5.7e-28   95.7  11.5     6e-28   95.7  11.5   1.0   1   0   0   1   1   1   1 -
Bmo_CPR38                       -          CPR_combined.aln     -            5.7e-28   95.7   3.9   6.9e-28   95.5   3.9   1.1   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_80      -          CPR_combined.aln     -            6.1e-28   95.6   0.0   6.5e-28   95.5   0.0   1.0   1   0   0   1   1   1   1 -
Tpa_A3A-like                    -          CPR_combined.aln     -            6.4e-28   95.6   9.3   7.1e-28   95.4   9.3   1.1   1   0   0   1   1   1   1 -
Dmo_CPR_Uncharacterized_B       -          CPR_combined.aln     -            6.5e-28   95.6   2.9   8.5e-28   95.2   2.9   1.1   1   0   0   1   1   1   1 -
Dps_CPR_Uncharacterized_26      -          CPR_combined.aln     -              7e-28   95.4   9.1     1e-27   94.9   9.1   1.2   1   0   0   1   1   1   1 -
Dan_CPR_Uncharacterized_76      -          CPR_combined.aln     -            7.2e-28   95.4  18.5   9.2e-28   95.1  18.5   1.1   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_115     -          CPR_combined.aln     -            7.6e-28   95.3   8.5   3.3e-26   90.0   8.5   2.0   1   1   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_86      -          CPR_combined.aln     -            7.8e-28   95.3   1.0   8.5e-28   95.2   1.0   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr4                        -          CPR_combined.aln     -              8e-28   95.3   8.2   9.1e-28   95.1   8.2   1.0   1   0   0   1   1   1   1 -
Nlu_Cpr54                       -          CPR_combined.aln     -              8e-28   95.3  20.2     9e-28   95.1  20.2   1.0   1   0   0   1   1   1   1 -
Cfe_Unigene15617-RR1            -          CPR_combined.aln     -            8.2e-28   95.2   6.3   9.6e-28   95.0   6.3   1.1   1   0   0   1   1   1   1 -
Bmo_CPR156                      -          CPR_combined.aln     -            8.9e-28   95.1   0.5   9.6e-28   95.0   0.5   1.0   1   0   0   1   1   1   1 -
Bmo_CPR51                       -          CPR_combined.aln     -            8.9e-28   95.1   0.5   9.6e-28   95.0   0.5   1.0   1   0   0   1   1   1   1 -
Bmo_CPR35                       -          CPR_combined.aln     -            9.5e-28   95.0   1.1   1.4e-27   94.5   1.1   1.3   1   0   0   1   1   1   1 -
Aga_CPR65                       -          CPR_combined.aln     -              1e-27   94.9  12.9   1.1e-27   94.8  12.9   1.1   1   0   0   1   1   1   1 -
Dgr_CPR_Uncharacterized_70      -          CPR_combined.aln     -            1.1e-27   94.8   1.7   1.3e-27   94.6   1.7   1.1   1   0   0   1   1   1   1 -
Dme_Cpr76Bb                     -          CPR_combined.aln     -            1.1e-27   94.8  19.6   1.4e-27   94.5  19.6   1.1   1   0   0   1   1   1   1 -
Bmo_CPR7                        -          CPR_combined.aln     -            1.1e-27   94.8   1.1   1.3e-27   94.6   1.1   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_115     -          CPR_combined.aln     -            1.3e-27   94.6  12.4   1.7e-27   94.2  12.4   1.2   1   0   0   1   1   1   1 -
Bmo_CPR109                      -          CPR_combined.aln     -            1.3e-27   94.6  11.5   1.5e-27   94.4  11.5   1.1   1   0   0   1   1   1   1 -
Dwi_CPR_Uncharacterized_41      -          CPR_combined.aln     -            1.3e-27   94.6   5.5   1.5e-27   94.3   5.5   1.0   1   0   0   1   1   1   1 -
Dvi_CPR_Uncharacterized_107     -          CPR_combined.aln     -            1.4e-27   94.5   5.3   1.6e-27   94.3   5.3   1.0   1   0   0   1   1   1   1 -
