protein_id	protein_name	species_code	species_name	current_family	CPR_score	CPR_evalue	CPR_confident	RR1_score	RR2_score	delta_RR1_minus_RR2	RR_classifier_prediction	RR_classifier_status	final_prediction	final_status
Bmo_CPR124	CPR124	Bmo	Bombyx mori	CPR RR-2	85.6	7e-25	yes	27.7	120.0	-92.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR125	CPR125	Bmo	Bombyx mori	CPR RR-2	67.9	1.8e-19	yes	36.1	93.0	-56.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR126	CPR126	Bmo	Bombyx mori	CPR RR-2	97.1	2.2e-28	yes	28.6	135.9	-107.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR127	CPR127	Bmo	Bombyx mori	CPR RR-2	106.0	4.1e-31	yes	27.6	131.3	-103.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR128	CPR128	Bmo	Bombyx mori	CPR RR-2	106.9	2.2e-31	yes	37.7	134.4	-96.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR13	CPR13	Bmo	Bombyx mori	CPR RR-1	92.3	6.2e-27	yes	137.8	30.9	106.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR130	CPR130	Bmo	Bombyx mori	CPR RR-2	96.0	4.7e-28	yes	38.7	123.6	-84.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR131	CPR131	Bmo	Bombyx mori	CPR RR-2	65.4	1e-18	yes	34.5	98.4	-63.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR132	CPR132	Bmo	Bombyx mori	CPR RR-2	48.8	1.3e-13	yes	20.2	66.4	-46.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR133	CPR133	Bmo	Bombyx mori	CPR RR-2	97.5	1.6e-28	yes	40.3	136.9	-96.6	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR134	CPR134	Bmo	Bombyx mori	CPR RR-2	77.3	2.5e-22	yes	27.7	90.1	-62.4	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR135	CPR135	Bmo	Bombyx mori	CPR RR-2	107.6	1.3e-31	yes	35.2	139.0	-103.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR136	CPR136	Bmo	Bombyx mori	CPR RR-2	106.3	3.4e-31	yes	39.1	119.8	-80.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR137	CPR137	Bmo	Bombyx mori	CPR RR-2	108.1	9.5e-32	yes	40.9	125.2	-84.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR138	CPR138	Bmo	Bombyx mori	CPR RR-2	99.7	3.5e-29	yes	40.7	120.9	-80.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR139	CPR139	Bmo	Bombyx mori	CPR RR-2	56.0	7.9e-16	yes	32.0	75.9	-43.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR14	CPR14	Bmo	Bombyx mori	CPR RR-1	76.6	3.9e-22	yes	95.4	26.0	69.4	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR142	CPR142	Bmo	Bombyx mori	CPR RR-2	68.6	1.1e-19	yes	30.5	101.8	-71.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR144	CPR144	Bmo	Bombyx mori	CPR RR-2	59.4	7.6e-17	yes	52.3	84.3	-32.0	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR15	CPR15	Bmo	Bombyx mori	CPR RR-1	86.0	5.4e-25	yes	135.2	0.0	135.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR150	CPR150	Bmo	Bombyx mori	CPR RR-2	111.1	1.2e-32	yes	47.2	148.6	-101.4	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR151	CPR151	Bmo	Bombyx mori	CPR RR-2	44.5	2.6e-12	yes	15.7	88.1	-72.4	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR153	CPR153	Bmo	Bombyx mori	CPR RR-1	92.4	6.2e-27	yes	137.7	30.7	107.0	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR154	CPR154	Bmo	Bombyx mori	CPR RR-1	63.9	3.1e-18	yes	69.7	40.2	29.5	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR155	CPR155	Bmo	Bombyx mori	CPR RR-1	63.9	3e-18	yes	81.4	30.6	50.8	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR156	CPR156	Bmo	Bombyx mori	CPR RR-1	95.1	8.9e-28	yes	130.1	39.4	90.7	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR157	CPR157	Bmo	Bombyx mori	CPR RR-2	99.7	3.4e-29	yes	39.3	121.2	-81.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR158	CPR158	Bmo	Bombyx mori	CPR RR-2	99.9	3.1e-29	yes	39.3	121.2	-81.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR159	CPR159	Bmo	Bombyx mori	CPR RR-2	83.1	4.1e-24	yes	34.1	119.4	-85.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR16	CPR16	Bmo	Bombyx mori	CPR RR-1	80.9	2e-23	yes	119.6	20.2	99.4	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR160	CPR160	Bmo	Bombyx mori	CPR RR-2	65.1	1.3e-18	yes	18.9	55.1	-36.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR161	CPR161	Bmo	Bombyx mori	CPR RR-2	73.1	4.7e-21	yes	32.9	112.8	-79.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR17	CPR17	Bmo	Bombyx mori	CPR RR-1	82.4	6.6e-24	yes	127.0	20.4	106.6	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR18	CPR18	Bmo	Bombyx mori	CPR RR-1	93.9	2.1e-27	yes	125.8	30.9	94.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR19	CPR19	Bmo	Bombyx mori	CPR RR-1	98.7	7.3e-29	yes	137.3	24.5	112.8	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR2	CPR2	Bmo	Bombyx mori	CPR RR-1	103.3	2.9e-30	yes	158.2	33.1	125.1	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR20	CPR20	Bmo	Bombyx mori	CPR RR-1	67.9	1.9e-19	yes	108.8	33.7	75.1	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR23	CPR23	Bmo	Bombyx mori	CPR RR-1	97.2	2e-28	yes	122.8	43.9	78.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR24	CPR24	Bmo	Bombyx mori	CPR RR-1	110.3	2e-32	yes	125.8	49.5	76.3	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR25	CPR25	Bmo	Bombyx mori	CPR RR-1	75.1	1.2e-21	yes	102.7	40.4	62.3	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR26	CPR26	Bmo	Bombyx mori	CPR RR-1	89.2	5.9e-26	yes	118.5	43.7	74.8	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR27	CPR27	Bmo	Bombyx mori	CPR RR-1	91.8	9.3e-27	yes	120.7	36.4	84.3	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR28	CPR28	Bmo	Bombyx mori	CPR RR-1	82.0	8.9e-24	yes	115.2	36.7	78.5	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR29	CPR29	Bmo	Bombyx mori	CPR RR-1	81.0	1.8e-23	yes	109.9	38.6	71.3	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR3	CPR3	Bmo	Bombyx mori	CPR RR-1	98.8	6.8e-29	yes	146.4	29.9	116.5	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR30	CPR30	Bmo	Bombyx mori	CPR RR-1	113.9	1.6e-33	yes	132.5	57.2	75.3	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR31	CPR31	Bmo	Bombyx mori	CPR RR-1	49.0	1.1e-13	yes	74.9	0.0	74.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR32	CPR32	Bmo	Bombyx mori	CPR RR-1	124.7	7.8e-37	yes	178.6	34.4	144.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR33	CPR33	Bmo	Bombyx mori	CPR RR-1	116.4	2.7e-34	yes	159.5	28.3	131.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR34	CPR34	Bmo	Bombyx mori	CPR RR-1	108.1	9.3e-32	yes	147.6	34.9	112.7	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR35	CPR35	Bmo	Bombyx mori	CPR RR-1	95.0	9.5e-28	yes	82.4	49.4	33.0	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR36	CPR36	Bmo	Bombyx mori	CPR RR-1	81.7	1.1e-23	yes	121.4	20.4	101.0	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR37	CPR37	Bmo	Bombyx mori	CPR RR-1	110.3	2e-32	yes	155.4	35.4	120.0	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR38	CPR38	Bmo	Bombyx mori	CPR RR-1	95.7	5.7e-28	yes	143.3	21.3	122.0	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR39	CPR39	Bmo	Bombyx mori	CPR RR-1	95.8	5.4e-28	yes	152.3	16.9	135.4	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR40	CPR40	Bmo	Bombyx mori	CPR RR-1	88.3	1.1e-25	yes	99.1	27.3	71.8	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR41	CPR41	Bmo	Bombyx mori	CPR RR-1	75.6	7.9e-22	yes	108.4	30.2	78.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR42	CPR42	Bmo	Bombyx mori	CPR RR-1	100.2	2.5e-29	yes	144.8	33.3	111.5	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR43	CPR43	Bmo	Bombyx mori	CPR RR-1	103.7	2.1e-30	yes	167.7	18.0	149.7	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR44	CPR44	Bmo	Bombyx mori	CPR RR-1	97.9	1.2e-28	yes	165.9	18.7	147.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR45	CPR45	Bmo	Bombyx mori	CPR RR-1	109.8	2.8e-32	yes	162.7	42.4	120.3	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR46	CPR46	Bmo	Bombyx mori	CPR RR-1	88.6	8.9e-26	yes	121.0	28.8	92.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR48	CPR48	Bmo	Bombyx mori	CPR RR-1	52.6	9e-15	yes	69.8	7.4	62.4	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR49	CPR49	Bmo	Bombyx mori	CPR RR-1	99.8	3.3e-29	yes	127.4	43.6	83.8	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR5	CPR5	Bmo	Bombyx mori	CPR RR-1	87.9	1.4e-25	yes	123.0	35.6	87.4	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR50	CPR50	Bmo	Bombyx mori	CPR RR-1	46.0	9.2e-13	yes	71.2	0.0	71.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR51	CPR51	Bmo	Bombyx mori	CPR RR-1	95.1	8.9e-28	yes	130.1	39.4	90.7	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR52	CPR52	Bmo	Bombyx mori	CPR RR-1	116.1	3.4e-34	yes	152.9	34.8	118.1	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR53	CPR53	Bmo	Bombyx mori	CPR RR-1	96.8	2.8e-28	yes	114.0	24.1	89.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR55	CPR55	Bmo	Bombyx mori	CPR RR-1	31.7	2.1e-08	yes	56.1	0.0	56.1	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR58	CPR58	Bmo	Bombyx mori	CPR RR-2	91.0	1.6e-26	yes	37.9	110.6	-72.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR59	CPR59	Bmo	Bombyx mori	CPR RR-2	93.2	3.4e-27	yes	36.9	111.8	-74.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR6	CPR6	Bmo	Bombyx mori	CPR RR-1	107.2	1.8e-31	yes	157.8	26.7	131.1	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR60	CPR60	Bmo	Bombyx mori	CPR RR-2	73.7	3.1e-21	yes	26.5	94.4	-67.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR61	CPR61	Bmo	Bombyx mori	CPR RR-2	76.1	5.5e-22	yes	20.6	98.0	-77.4	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR62	CPR62	Bmo	Bombyx mori	CPR RR-2	64.2	2.5e-18	yes	24.4	104.7	-80.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR63	CPR63	Bmo	Bombyx mori	CPR RR-2	89.0	6.7e-26	yes	21.8	114.1	-92.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR64	CPR64	Bmo	Bombyx mori	CPR RR-2	78.1	1.4e-22	yes	27.0	93.2	-66.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR65	CPR65	Bmo	Bombyx mori	CPR RR-2	92.9	4.2e-27	yes	40.5	119.0	-78.5	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR66	CPR66	Bmo	Bombyx mori	CPR RR-2	67.8	2e-19	yes	27.4	97.2	-69.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR67	CPR67	Bmo	Bombyx mori	CPR RR-2	121.0	1.1e-35	yes	59.5	155.3	-95.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR69	CPR69	Bmo	Bombyx mori	CPR RR-2	109.4	3.7e-32	yes	43.3	123.8	-80.5	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR7	CPR7	Bmo	Bombyx mori	CPR RR-1	94.8	1.1e-27	yes	139.5	28.3	111.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR70	CPR70	Bmo	Bombyx mori	CPR RR-2	110.2	2.1e-32	yes	47.7	137.1	-89.4	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR71	CPR71	Bmo	Bombyx mori	CPR RR-2	116.8	2e-34	yes	52.8	146.6	-93.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR72	CPR72	Bmo	Bombyx mori	CPR RR-2	93.7	2.4e-27	yes	39.3	113.8	-74.5	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR73	CPR73	Bmo	Bombyx mori	CPR RR-2	113.4	2.2e-33	yes	51.4	139.9	-88.5	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR74	CPR74	Bmo	Bombyx mori	CPR RR-2	103.7	2.1e-30	yes	48.6	122.7	-74.1	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR75	CPR75	Bmo	Bombyx mori	CPR RR-2	100.0	2.9e-29	yes	39.8	121.3	-81.5	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR76	CPR76	Bmo	Bombyx mori	CPR RR-2	101.0	1.4e-29	yes	40.0	122.2	-82.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR77	CPR77	Bmo	Bombyx mori	CPR RR-2	99.2	5e-29	yes	40.9	119.8	-78.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR78	CPR78	Bmo	Bombyx mori	CPR RR-2	41.9	1.7e-11	yes	33.2	91.9	-58.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR79	CPR79	Bmo	Bombyx mori	CPR RR-2	84.8	1.2e-24	yes	23.1	115.8	-92.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR80	CPR80	Bmo	Bombyx mori	CPR RR-2	98.6	7.6e-29	yes	43.6	117.6	-74.0	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR81	CPR81	Bmo	Bombyx mori	CPR RR-2	84.8	1.2e-24	yes	38.2	117.9	-79.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR83	CPR83	Bmo	Bombyx mori	CPR RR-2	110.4	1.8e-32	yes	35.8	136.7	-100.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR84	CPR84	Bmo	Bombyx mori	CPR RR-2	88.7	7.8e-26	yes	34.3	127.5	-93.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR85	CPR85	Bmo	Bombyx mori	CPR RR-2	98.5	7.9e-29	yes	34.3	135.6	-101.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR86	CPR86	Bmo	Bombyx mori	CPR RR-2	104.2	1.4e-30	yes	38.3	136.4	-98.1	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR87	CPR87	Bmo	Bombyx mori	CPR RR-2	104.8	9.5e-31	yes	38.9	136.5	-97.6	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR88	CPR88	Bmo	Bombyx mori	CPR RR-2	108.0	1e-31	yes	40.4	137.8	-97.4	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR89	CPR89	Bmo	Bombyx mori	CPR RR-2	106.7	2.5e-31	yes	33.9	138.1	-104.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR9	CPR9	Bmo	Bombyx mori	CPR RR-1	100.7	1.8e-29	yes	144.6	24.0	120.6	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_CPR90	CPR90	Bmo	Bombyx mori	CPR RR-2	78.5	1e-22	yes	28.8	70.1	-41.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR92	CPR92	Bmo	Bombyx mori	CPR RR-2	105.3	6.7e-31	yes	32.8	115.1	-82.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR93	CPR93	Bmo	Bombyx mori	CPR RR-2	63.7	3.5e-18	yes	21.8	106.8	-85.0	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR94	CPR94	Bmo	Bombyx mori	CPR RR-2	96.4	3.6e-28	yes	37.1	123.7	-86.6	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR95	CPR95	Bmo	Bombyx mori	CPR RR-2	74.7	1.5e-21	yes	40.1	112.1	-72.0	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR96	CPR96	Bmo	Bombyx mori	CPR RR-2	109.1	4.8e-32	yes	48.6	138.2	-89.6	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR97	CPR97	Bmo	Bombyx mori	CPR RR-2	88.1	1.2e-25	yes	43.8	122.7	-78.9	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR98	CPR98	Bmo	Bombyx mori	CPR RR-2	71.6	1.3e-20	yes	32.7	113.0	-80.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_CPR99	CPR99	Bmo	Bombyx mori	CPR RR-2	71.3	1.7e-20	yes	33.1	111.8	-78.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_LCP18	LCP18	Bmo	Bombyx mori	CPR RR-1	96.4	3.7e-28	yes	130.0	28.8	101.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_WCP10	WCP10	Bmo	Bombyx mori	CPR RR-1	39.8	7.1e-11	yes	103.3	10.7	92.6	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Bmo_WCP2	WCP2	Bmo	Bombyx mori	CPR RR-2	72.4	7.7e-21	yes	32.4	112.1	-79.7	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bmo_WCP5	WCP5	Bmo	Bombyx mori	CPR RR-2	108.2	8.8e-32	yes	32.8	118.1	-85.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Bta_CP83	CP83	Bta	Bemisia tabaci	CPR RR-2	107.2	1.8e-31	yes	40.0	143.1	-103.1	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL1207.Contig1-RR1	CL1207.Contig1-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	116.8	2e-34	yes	170.7	29.2	141.5	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_CL1789.Contig1-RR2	CL1789.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	116.0	3.7e-34	yes	63.9	145.7	-81.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL1797.Contig1-RR1	CL1797.Contig1-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	54.6	2.2e-15	yes	79.5	33.3	46.2	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_CL1797.Contig2-RR1	CL1797.Contig2-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	54.9	1.7e-15	yes	80.1	33.7	46.4	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_CL1797.Contig3-RR1	CL1797.Contig3-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	54.2	2.9e-15	yes	79.4	33.0	46.4	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_CL1911.Contig2-RR2	CL1911.Contig2-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	106.1	3.9e-31	yes	46.7	144.2	-97.5	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL3005.Contig2-RR2	CL3005.Contig2-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	99.2	4.9e-29	yes	37.6	131.8	-94.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL3377.Contig1-RR2	CL3377.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	103.3	2.8e-30	yes	41.6	133.2	-91.6	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL4537.Contig1-RR1	CL4537.Contig1-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	42.9	8.2e-12	yes	50.2	15.3	34.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_CL4553.Contig2-RR2	CL4553.Contig2-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	74.8	1.4e-21	yes	23.2	99.4	-76.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL5060.Contig1-RR2	CL5060.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	65.0	1.4e-18	yes	19.3	102.1	-82.8	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL5161.Contig1-RR2	CL5161.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	102.4	5.1e-30	yes	42.5	131.9	-89.4	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL5195.Contig1-RR2	CL5195.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	72.3	8.2e-21	yes	27.3	112.5	-85.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_CL971.Contig1-RR2	CL971.Contig1-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	79.3	6.1e-23	yes	24.9	108.1	-83.2	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_Unigene10568-RR1	Unigene10568-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	109.3	4e-32	yes	162.1	41.1	121.0	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_Unigene10589-RR2	Unigene10589-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	66.6	4.4e-19	yes	24.7	91.7	-67.0	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_Unigene10612-RR2	Unigene10612-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	67.5	2.5e-19	yes	18.4	102.7	-84.3	CPR RR-2	confirmed	CPR RR-2	confirmed_current_CPR_RR
Cfe_Unigene10719-RR1	Unigene10719-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	86.8	3.2e-25	yes	118.9	24.4	94.5	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_Unigene11343-RR1	Unigene11343-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	101.5	9.9e-30	yes	138.3	41.5	96.8	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_Unigene11498-RR1	Unigene11498-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	115.4	5.4e-34	yes	157.3	34.4	122.9	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
Cfe_Unigene11532-RR1	Unigene11532-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	63.0	5.6e-18	yes	74.9	40.5	34.4	CPR RR-1	confirmed	CPR RR-1	confirmed_current_CPR_RR
