protein_id	protein_name	species_code	species_name	current_family	CPAP1_score	CPAP1_evalue	CPAP3_score	CPAP3_evalue	delta_CPAP1_minus_CPAP3	best_CPAP_score	classifier_prediction	confidence	status	architecture_validation	length	cysteine_count	strict_ChtBD2_windows	jasrapuria_ChtBD2_windows	relaxed_ChtBD2_windows	strict_ChtBD2_nonoverlap	jasrapuria_ChtBD2_nonoverlap	relaxed_ChtBD2_nonoverlap	best_distance_from_strict	best_distance_from_jasrapuria	best_spacing	best_window_start	best_window_end
Nlu_CPAP1-C	CPAP1-C	Nlu	Nilaparvata lugens	CPAP1	126.3	1.7e-37	0.0	None	126.3	126.3	CPAP1	high	confirmed	supports_CPAP1_architecture	785	11	0	1	1	0	1	1	2	0	14,5,10,12,7	67	120
Nlu_CPAP1-D	CPAP1-D	Nlu	Nilaparvata lugens	CPAP1	110.1	1.5e-32	28.1	1.5e-07	82.0	110.1	CPAP1	high	confirmed	supports_CPAP1_architecture	154	8	0	1	1	0	1	1	2	0	14,5,9,12,7	95	147
Nlu_CPAP1-E_iso1	CPAP1-E	Nlu	Nilaparvata lugens	CPAP1	115.4	3.6e-34	18.7	0.00011	96.7	115.4	CPAP1	high	confirmed	supports_CPAP1_architecture	126	7	0	1	1	0	1	1	2	0	14,5,10,12,7	42	95
Nlu_CPAP1-F	CPAP1-F	Nlu	Nilaparvata lugens	CPAP1	162.4	1.7e-48	22.5	7.7e-06	139.9	162.4	CPAP1	high	confirmed	supports_CPAP1_architecture	274	6	0	1	1	0	1	1	3	0	15,5,10,12,7	136	190
Nlu_CPAP1-G	CPAP1-G	Nlu	Nilaparvata lugens	CPAP1	86.0	3.4e-25	27.9	1.8e-07	58.1	86.0	CPAP1	high	confirmed	supports_CPAP1_architecture	359	6	0	1	1	0	1	1	2	0	14,5,9,12,8	192	245
Nlu_CPAP1-I	CPAP1-I	Nlu	Nilaparvata lugens	CPAP1	64.3	1.4e-18	0.0	None	64.3	64.3	CPAP1	high	confirmed	supports_CPAP1_architecture	824	7	0	1	1	0	1	1	3	0	15,5,14,12,7	39	97
Nlu_CPAP1-J	CPAP1-J	Nlu	Nilaparvata lugens	CPAP1	144.5	4.8e-43	25.1	1.3e-06	119.4	144.5	CPAP1	high	confirmed	supports_CPAP1_architecture	1593	7	0	1	1	0	1	1	3	0	15,5,9,12,7	130	183
Nlu_CPAP1-K	CPAP1-K	Nlu	Nilaparvata lugens	CPAP1	91.1	9.3e-27	14.3	0.0024	76.8	91.1	CPAP1	high	confirmed	supports_CPAP1_architecture	322	7	0	1	1	0	1	1	2	0	14,5,10,12,7	266	319
Nlu_CPAP1-L	CPAP1-L	Nlu	Nilaparvata lugens	CPAP1	115.8	2.8e-34	22.3	9.3e-06	93.5	115.8	CPAP1	high	confirmed	supports_CPAP1_architecture	639	6	0	1	1	0	1	1	3	0	15,5,10,12,7	149	203
Nlu_CPAP1-M	CPAP1-M	Nlu	Nilaparvata lugens	CPAP1	73.3	2.6e-21	19.2	8.2e-05	54.1	73.3	CPAP1	high	confirmed	supports_CPAP1_architecture	1022	6	0	1	1	0	1	1	2	0	14,5,12,12,7	68	123
Nlu_CPAP1-N	CPAP1-N	Nlu	Nilaparvata lugens	CPAP1	118.3	4.8e-35	14.4	0.0023	103.9	118.3	CPAP1	high	confirmed	supports_CPAP1_architecture	408	9	0	1	1	0	1	1	4	0	16,5,13,12,7	313	371
Nlu_CPAP1-O	CPAP1-O	Nlu	Nilaparvata lugens	CPAP1	126.7	1.3e-37	17.5	0.00027	109.2	126.7	CPAP1	high	confirmed	supports_CPAP1_architecture	825	9	0	1	1	0	1	1	3	0	15,5,14,12,7	43	101
Nlu_CPAP1-P	CPAP1-P	Nlu	Nilaparvata lugens	CPAP1	119.9	1.6e-35	19.1	8.7e-05	100.8	119.9	CPAP1	high	confirmed	supports_CPAP1_architecture	165	8	0	0	1	0	0	1	6	4	14,5,18,12,8	65	127
Nlu_CPAP3-A1	CPAP3-A1	Nlu	Nilaparvata lugens	CPAP3	73.2	2.7e-21	298.2	6.5e-90	-225.0	298.2	CPAP3	high	confirmed	supports_CPAP3_architecture	267	18	0	2	4	0	2	3	1	0	13,5,9,15,7	33	87
Nlu_CPAP3-A2	CPAP3-A2	Nlu	Nilaparvata lugens	CPAP3	64.9	9.6e-19	290.9	1.1e-87	-226.0	290.9	CPAP3	high	confirmed	supports_CPAP3_architecture	240	18	1	2	4	1	2	3	0	0	12,5,9,15,7	26	79
Nlu_CPAP3-B	CPAP3-B	Nlu	Nilaparvata lugens	CPAP3	83.1	2.6e-24	302.6	3e-91	-219.5	302.6	CPAP3	high	confirmed	supports_CPAP3_architecture	313	18	1	2	4	1	2	3	0	0	12,5,9,15,7	65	118
Nlu_CPAP3-C5a	CPAP3-C5a	Nlu	Nilaparvata lugens	CPAP3	46.1	5e-13	295.4	4.6e-89	-249.3	295.4	CPAP3	high	confirmed	supports_CPAP3_architecture	296	18	1	2	5	1	2	3	0	0	12,5,9,12,8	99	150
Nlu_CPAP3-C5b	CPAP3-C5b	Nlu	Nilaparvata lugens	CPAP3	41.9	9.9e-12	288.0	8.3e-87	-246.1	288.0	CPAP3	high	confirmed	supports_CPAP3_architecture	243	18	1	2	5	1	2	3	0	0	12,5,9,12,8	99	150
Nlu_CPAP3-D1	CPAP3-D1	Nlu	Nilaparvata lugens	CPAP3	9.3	0.088	250.5	2.3e-75	-241.2	250.5	CPAP3	high	confirmed	supports_CPAP3_architecture	232	19	0	2	4	0	2	3	2	0	14,5,9,15,7	30	85
Nlu_CPAP3-D2	CPAP3-D2	Nlu	Nilaparvata lugens	CPAP3	19.3	7.3e-05	233.2	4.4e-70	-213.9	233.2	CPAP3	high	confirmed	supports_CPAP3_architecture	296	18	2	3	4	2	3	3	0	0	12,5,9,16,8	34	89
Nlu_CPAP3-E	CPAP3-E	Nlu	Nilaparvata lugens	CPAP3	56.0	4.7e-16	268.7	6.3e-81	-212.7	268.7	CPAP3	high	confirmed	supports_CPAP3_architecture	392	19	1	3	4	1	3	3	0	0	12,5,9,16,7	44	98
Pci_CPAP3-2	CPAP3-2	Pci	Panonychus citri	CPAP3	0.0	None	216.3	6e-65	-216.3	216.3	CPAP3	high	confirmed	supports_CPAP3_architecture	268	18	1	3	4	1	3	3	3	0	15,5,11,16,7	29	88
Pci_CPAP3-E	CPAP3-E	Pci	Panonychus citri	CPAP3	52.1	7.6e-15	282.1	5.5e-85	-230.0	282.1	CPAP3	high	confirmed	supports_CPAP3_architecture	329	18	2	3	5	2	3	3	0	0	12,5,9,15,7	121	174
Tca_CPAP1-A	CPAP1-A	Tca	Tribolium castaneum	CPAP1	161.8	2.6e-48	22.7	6.7e-06	139.1	161.8	CPAP1	high	confirmed	supports_CPAP1_architecture	328	6	0	1	1	0	1	1	4	0	16,5,13,12,7	234	292
Tca_CPAP1-B	CPAP1-B	Tca	Tribolium castaneum	CPAP1	163.2	9.9e-49	20.5	3.2e-05	142.7	163.2	CPAP1	high	confirmed	supports_CPAP1_architecture	197	7	0	1	1	0	1	1	3	0	15,5,10,12,7	103	157
Tca_CPAP1-C	CPAP1-C	Tca	Tribolium castaneum	CPAP1	158.1	3.6e-47	19.0	9.2e-05	139.1	158.1	CPAP1	high	confirmed	supports_CPAP1_architecture	428	6	0	1	1	0	1	1	2	0	14,5,10,12,7	28	81
Tca_CPAP1-D	CPAP1-D	Tca	Tribolium castaneum	CPAP1	118.5	4.2e-35	29.2	7.1e-08	89.3	118.5	CPAP1	high	confirmed	supports_CPAP1_architecture	114	7	0	1	1	0	1	1	2	0	14,5,9,12,7	55	107
Tca_CPAP1-E	CPAP1-E	Tca	Tribolium castaneum	CPAP1	111.2	7e-33	19.5	6.6e-05	91.7	111.2	CPAP1	high	confirmed	supports_CPAP1_architecture	119	8	0	1	1	0	1	1	2	0	14,5,10,12,7	36	89
Tca_CPAP1-F	CPAP1-F	Tca	Tribolium castaneum	CPAP1	155.6	2e-46	25.5	9.9e-07	130.1	155.6	CPAP1	high	confirmed	supports_CPAP1_architecture	124	7	0	1	1	0	1	1	2	0	14,5,10,12,7	47	100
Tca_CPAP1-G	CPAP1-G	Tca	Tribolium castaneum	CPAP1	110.8	9.3e-33	25.1	1.3e-06	85.7	110.8	CPAP1	high	confirmed	supports_CPAP1_architecture	300	6	0	1	1	0	1	1	2	0	14,5,9,12,8	134	187
Tca_CPAP1-H	CPAP1-H	Tca	Tribolium castaneum	CPAP1	126.8	1.3e-37	18.7	0.00012	108.1	126.8	CPAP1	high	confirmed	supports_CPAP1_architecture	823	6	0	1	1	0	1	1	2	0	14,5,9,12,7	112	164
Tca_CPAP1-I	CPAP1-I	Tca	Tribolium castaneum	CPAP1	76.5	2.7e-22	0.0	None	76.5	76.5	CPAP1	high	confirmed	supports_CPAP1_architecture	815	7	0	1	1	0	1	1	3	0	15,5,14,12,7	40	98
Tca_CPAP1-J	CPAP1-J	Tca	Tribolium castaneum	CPAP1	102.4	3.4e-30	29.5	5.8e-08	72.9	102.4	CPAP1	high	confirmed	supports_CPAP1_architecture	1315	8	0	1	1	0	1	1	2	0	14,5,9,12,7	63	115
Tca_CPAP3-A1	CPAP3-A1	Tca	Tribolium castaneum	CPAP3	58.1	1.1e-16	304.1	1e-91	-246.0	304.1	CPAP3	high	confirmed	supports_CPAP3_architecture	237	18	1	2	4	1	2	3	0	0	12,5,9,15,7	20	73
Tca_CPAP3-A2	CPAP3-A2	Tca	Tribolium castaneum	CPAP3	70.2	2.3e-20	283.2	2.5e-85	-213.0	283.2	CPAP3	high	confirmed	supports_CPAP3_architecture	236	18	1	2	4	1	2	3	0	0	12,5,9,15,7	21	74
Tca_CPAP3-B	CPAP3-B	Tca	Tribolium castaneum	CPAP3	85.6	4.5e-25	302.3	3.8e-91	-216.7	302.3	CPAP3	high	confirmed	supports_CPAP3_architecture	279	18	1	2	4	1	2	3	0	0	12,5,9,15,7	39	92
Tca_CPAP3-C5a	CPAP3-C5a	Tca	Tribolium castaneum	CPAP3	56.1	4.7e-16	292.0	4.9e-88	-235.9	292.0	CPAP3	high	confirmed	supports_CPAP3_architecture	274	19	1	2	5	1	2	3	0	0	12,5,9,12,8	95	146
Tca_CPAP3-C5b	CPAP3-C5b	Tca	Tribolium castaneum	CPAP3	52.3	6.5e-15	284.6	9.2e-86	-232.3	284.6	CPAP3	high	confirmed	supports_CPAP3_architecture	237	19	1	2	5	1	2	3	0	0	12,5,9,12,8	95	146
Tca_CPAP3-D1	CPAP3-D1	Tca	Tribolium castaneum	CPAP3	17.4	0.00029	257.8	1.3e-77	-240.4	257.8	CPAP3	high	confirmed	supports_CPAP3_architecture	228	18	0	2	4	0	2	3	2	0	14,5,9,15,7	26	81
Tca_CPAP3-D2	CPAP3-D2	Tca	Tribolium castaneum	CPAP3	26.9	3.7e-07	232.1	9.3e-70	-205.2	232.1	CPAP3	high	confirmed	supports_CPAP3_architecture	255	20	2	3	4	2	3	3	0	0	12,5,9,16,8	29	84
Tca_CPAP3-E	CPAP3-E	Tca	Tribolium castaneum	CPAP3	56.3	3.8e-16	279.2	4.2e-84	-222.9	279.2	CPAP3	high	confirmed	supports_CPAP3_architecture	247	18	1	3	4	1	3	3	0	0	11,5,9,16,7	40	93
