protein_id	protein_name	species_code	species_name	current_family	CPLCP_score	CPLCP_evalue	CPLCP_confident	classifier_prediction	confidence	status	feature_validation	length	CPLCP_feature_score	CPLCP_feature_class	proline_percent	valine_percent	tyrosine_percent	lysine_percent	histidine_percent	glycine_percent	acidic_polar_percent_Nterm80	histidine_percent_Cterm80	PV_count	PY_count	GLWD_or_GLWE_count	H_cluster_3_in_20_count	GYH_rich_short_count	weird_characters
Cfe_CPAP3-B	CPAP3-B	Cfe	Cryptolestes ferrugineus	CPAP3	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	304	2	weak_CPLCP_feature_support	6.9	4.9	3.9	8.6	2.6	4.6	40.0	1.2	0	0	0	1	0	
Cfe_CPAP3-C1	CPAP3-C1	Cfe	Cryptolestes ferrugineus	CPAP3	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	235	1	weak_CPLCP_feature_support	5.5	5.5	5.5	6.0	2.6	8.1	33.8	2.5	0	0	0	0	0	
Cfe_CPAP3-C2	CPAP3-C2	Cfe	Cryptolestes ferrugineus	CPAP3	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	271	1	weak_CPLCP_feature_support	7.0	4.4	4.4	5.2	2.2	7.7	33.8	0.0	0	0	0	0	0	
Cfe_CPAP3-D1	CPAP3-D1	Cfe	Cryptolestes ferrugineus	CPAP3	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	233	3	moderate_CPLCP_feature_support	7.7	6.0	2.6	3.9	6.9	8.6	28.8	7.5	0	0	0	2	0	
Cfe_CPAP3-D2	CPAP3-D2	Cfe	Cryptolestes ferrugineus	CPAP3	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	264	2	weak_CPLCP_feature_support	10.2	4.2	4.2	4.2	1.5	8.3	36.2	0.0	0	0	0	0	0	
Cfe_CPAP3-E	CPAP3-E	Cfe	Cryptolestes ferrugineus	CPAP3	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	279	1	weak_CPLCP_feature_support	7.9	5.0	6.5	2.2	0.7	8.6	40.0	0.0	0	0	0	0	0	
Cfe_Unigene10128-CPLCA	Unigene10128-CPLCA	Cfe	Cryptolestes ferrugineus	CPLCA	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	85	3	moderate_CPLCP_feature_support	9.4	16.5	1.2	1.2	9.4	2.4	18.8	10.0	0	0	0	2	0	
Cfe_Unigene10568-RR1	Unigene10568-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	168	2	weak_CPLCP_feature_support	9.5	7.7	6.5	2.4	1.8	7.1	30.0	1.2	2	0	0	0	0	
Cfe_Unigene10589-RR2	Unigene10589-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	128	2	weak_CPLCP_feature_support	2.3	7.0	9.4	6.2	10.2	18.8	22.5	10.0	0	0	0	2	3	
Cfe_Unigene10612-RR2	Unigene10612-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	134	2	weak_CPLCP_feature_support	3.0	5.2	6.7	6.7	13.4	18.7	23.8	15.0	0	0	0	5	1	
Cfe_Unigene10719-RR1	Unigene10719-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	114	1	weak_CPLCP_feature_support	2.6	9.6	7.0	3.5	1.8	10.5	36.2	2.5	1	0	0	0	0	
Cfe_Unigene10721-CPFL	Unigene10721-CPFL	Cfe	Cryptolestes ferrugineus	CPFL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	103	2	weak_CPLCP_feature_support	8.7	17.5	6.8	3.9	4.9	6.8	12.5	5.0	4	0	0	0	0	
Cfe_Unigene11343-RR1	Unigene11343-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	106	1	weak_CPLCP_feature_support	4.7	7.5	4.7	2.8	0.9	10.4	37.5	1.2	0	0	0	0	0	
Cfe_Unigene11498-RR1	Unigene11498-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	237	1	weak_CPLCP_feature_support	6.8	0.8	5.5	3.0	0.4	14.8	30.0	0.0	0	0	0	0	0	
Cfe_Unigene11532-RR1	Unigene11532-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	129	1	weak_CPLCP_feature_support	1.6	7.0	5.4	6.2	0.8	10.9	40.0	0.0	0	0	0	0	0	
Cfe_Unigene11823-RR2	Unigene11823-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	199	4	moderate_CPLCP_feature_support	10.6	14.1	9.0	2.5	5.0	5.5	18.8	7.5	10	0	0	1	0	
Cfe_Unigene11854-RR1	Unigene11854-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	166	2	weak_CPLCP_feature_support	8.4	13.9	4.2	3.0	3.0	10.2	26.2	2.5	3	0	0	0	0	
Cfe_Unigene11944-RR1	Unigene11944-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	no_CPLCP_support	202	0	no_CPLCP_feature_support	7.9	1.5	5.0	1.5	1.5	29.7	10.0	2.5	1	0	0	0	5	
Cfe_Unigene11999-RR1	Unigene11999-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	131	1	weak_CPLCP_feature_support	7.6	8.4	3.8	1.5	0.8	5.3	40.0	0.0	2	0	0	0	0	
Cfe_Unigene12042-RR2	Unigene12042-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	183	4	moderate_CPLCP_feature_support	9.3	13.1	8.7	5.5	4.4	4.4	11.2	7.5	7	1	0	2	0	
Cfe_Unigene12487-RR1	Unigene12487-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	160	2	weak_CPLCP_feature_support	10.0	5.6	8.1	2.5	0.6	6.9	35.0	1.2	1	1	0	0	0	
Cfe_Unigene12686-RR1	Unigene12686-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	137	2	weak_CPLCP_feature_support	9.5	6.6	2.9	2.9	1.5	7.3	41.2	2.5	2	0	0	0	0	
Cfe_Unigene13007-RR1	Unigene13007-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	147	2	weak_CPLCP_feature_support	8.8	2.0	4.8	2.7	2.0	12.2	40.0	2.5	1	0	0	0	0	
Cfe_Unigene13195-RR2	Unigene13195-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	133	3	moderate_CPLCP_feature_support	1.5	8.3	6.8	4.5	11.3	9.8	30.0	13.8	0	0	0	3	0	
Cfe_Unigene13228-RR2	Unigene13228-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	145	2	weak_CPLCP_feature_support	4.1	14.5	8.3	4.1	8.3	13.8	17.5	12.5	3	0	0	2	2	
Cfe_Unigene13301-RR1	Unigene13301-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	174	2	weak_CPLCP_feature_support	6.3	4.6	5.7	6.3	3.4	6.3	33.8	5.0	3	0	0	0	0	
Cfe_Unigene13309-RR1	Unigene13309-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	139	2	weak_CPLCP_feature_support	9.4	5.0	3.6	4.3	1.4	8.6	38.8	2.5	0	0	0	0	0	
Cfe_Unigene13345-RR1	Unigene13345-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	220	2	weak_CPLCP_feature_support	12.7	3.2	7.3	4.1	2.3	10.9	31.2	0.0	1	1	0	0	0	
Cfe_Unigene13377-RR2	Unigene13377-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	191	2	weak_CPLCP_feature_support	2.1	4.7	4.7	7.3	12.0	23.0	17.5	13.8	1	0	0	6	3	
Cfe_Unigene13485-RR2	Unigene13485-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	176	1	weak_CPLCP_feature_support	3.4	11.4	2.8	5.1	8.0	19.9	16.2	10.0	2	0	0	0	1	
Cfe_Unigene13547-RR1	Unigene13547-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	197	1	weak_CPLCP_feature_support	5.6	4.1	5.6	1.5	0.5	8.1	43.8	1.2	1	0	0	0	0	
Cfe_Unigene13687-RR2	Unigene13687-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	221	2	weak_CPLCP_feature_support	7.2	12.2	9.0	2.3	7.7	5.9	11.2	8.8	6	0	0	0	0	
Cfe_Unigene13921-CPRNC	Unigene13921-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	521	1	weak_CPLCP_feature_support	6.1	4.4	5.4	4.0	1.9	13.8	36.2	1.2	4	0	0	0	0	
Cfe_Unigene13963-CPFL	Unigene13963-CPFL	Cfe	Cryptolestes ferrugineus	CPFL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	172	2	weak_CPLCP_feature_support	10.5	21.5	5.2	4.1	3.5	1.7	17.5	3.8	6	0	0	0	0	
Cfe_Unigene13989-RR1	Unigene13989-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	242	1	weak_CPLCP_feature_support	9.1	2.5	4.5	3.3	0.4	32.2	12.5	1.2	0	0	0	0	3	
Cfe_Unigene14052-CPRNC	Unigene14052-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	649	3	moderate_CPLCP_feature_support	9.9	4.2	4.5	5.2	2.0	11.4	32.5	2.5	0	3	0	0	0	
Cfe_Unigene14114-RR1	Unigene14114-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	151	2	weak_CPLCP_feature_support	9.9	3.3	4.6	2.0	1.3	8.6	35.0	2.5	1	0	0	0	0	
Cfe_Unigene14133-RR2	Unigene14133-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	171	1	weak_CPLCP_feature_support	7.6	7.0	5.3	1.8	2.9	7.6	31.2	3.8	1	0	0	0	0	
Cfe_Unigene14141-CPRNC	Unigene14141-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	333	2	weak_CPLCP_feature_support	14.4	5.1	6.6	3.9	1.2	7.5	37.5	1.2	4	0	0	0	0	
Cfe_Unigene14189-RR2	Unigene14189-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	241	4	moderate_CPLCP_feature_support	9.1	14.9	3.3	2.9	0.0	2.5	28.8	0.0	7	2	0	0	0	
Cfe_Unigene14194-RR1	Unigene14194-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	106	1	weak_CPLCP_feature_support	3.8	8.5	3.8	5.7	3.8	7.5	33.8	2.5	1	1	0	0	0	
Cfe_Unigene14282-RR2	Unigene14282-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	239	2	weak_CPLCP_feature_support	10.9	8.8	4.2	2.5	0.8	5.0	26.2	0.0	2	1	0	0	0	
Cfe_Unigene14429-RR2	Unigene14429-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	253	2	weak_CPLCP_feature_support	11.1	4.0	4.7	4.3	3.2	5.5	30.0	1.2	0	1	0	0	0	
Cfe_Unigene14620-RR2	Unigene14620-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	357	3	moderate_CPLCP_feature_support	9.0	7.0	6.2	4.8	1.1	3.6	32.5	0.0	5	0	0	0	0	
Cfe_Unigene14668-CPRNC	Unigene14668-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	180	2	weak_CPLCP_feature_support	7.8	5.0	5.6	7.2	4.4	4.4	26.2	6.2	1	1	0	0	0	
Cfe_Unigene14806-CPLCP	Unigene14806-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	218.4	1.6e-65	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	393	5	strong_CPLCP_feature_support	15.0	19.6	7.1	12.2	5.3	12.2	22.5	11.2	27	22	0	2	4	
Cfe_Unigene15011-CPFL	Unigene15011-CPFL	Cfe	Cryptolestes ferrugineus	CPFL	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	106	1	weak_CPLCP_feature_support	6.6	8.5	10.4	2.8	6.6	16.0	15.0	7.5	1	0	0	0	2	
Cfe_Unigene15156-CPLCP	Unigene15156-CPLCP	Cfe	Cryptolestes ferrugineus	CPLCP	249.1	6.9e-75	yes	CPLCP	high	confirmed	strong_CPLCP_feature_support	444	5	strong_CPLCP_feature_support	14.9	17.1	5.4	10.8	9.0	15.5	21.2	17.5	39	19	0	3	6	
Cfe_Unigene15232-RR1	Unigene15232-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	140	2	weak_CPLCP_feature_support	11.4	2.1	2.9	5.0	1.4	7.1	40.0	2.5	0	0	0	0	0	
Cfe_Unigene15413-RR2	Unigene15413-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	172	1	weak_CPLCP_feature_support	2.3	10.5	3.5	7.0	4.7	25.6	15.0	6.2	0	0	0	0	0	
Cfe_Unigene15448-CPRNC	Unigene15448-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	111	2	weak_CPLCP_feature_support	9.0	6.3	7.2	2.7	0.0	10.8	30.0	0.0	0	1	0	0	0	
Cfe_Unigene15453-RR1	Unigene15453-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	228	1	weak_CPLCP_feature_support	4.8	3.9	7.9	0.9	0.9	7.9	51.2	1.2	0	0	0	0	0	
Cfe_Unigene15571-RR2	Unigene15571-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	360	2	weak_CPLCP_feature_support	33.6	3.3	8.1	2.8	1.1	7.8	20.0	1.2	0	4	0	0	0	
Cfe_Unigene15617-RR1	Unigene15617-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	210	2	weak_CPLCP_feature_support	10.0	3.3	5.2	4.3	1.9	6.2	41.2	2.5	1	0	0	0	0	
Cfe_Unigene15710-RR2	Unigene15710-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	176	3	moderate_CPLCP_feature_support	13.6	19.3	2.8	2.8	0.6	6.2	28.8	0.0	7	1	0	0	0	
Cfe_Unigene15742-RR1	Unigene15742-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	155	2	weak_CPLCP_feature_support	11.0	5.8	3.9	3.9	1.3	9.7	38.8	2.5	1	0	0	0	0	
Cfe_Unigene15996-RR2	Unigene15996-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	172	2	weak_CPLCP_feature_support	10.5	12.8	9.3	8.7	5.2	9.9	17.5	6.2	4	1	0	0	1	
Cfe_Unigene16129-Tweedle	Unigene16129-Tweedle	Cfe	Cryptolestes ferrugineus	Tweedle	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	325	3	moderate_CPLCP_feature_support	8.9	4.3	3.1	3.1	4.3	26.8	20.0	5.0	1	1	0	1	1	
Cfe_Unigene16334-RR2	Unigene16334-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	159	1	weak_CPLCP_feature_support	2.5	10.1	3.1	7.5	1.9	19.5	25.0	1.2	1	0	0	0	0	
Cfe_Unigene16424-RR2	Unigene16424-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	strong_CPLCP_features_but_no_confident_HMM	429	6	strong_CPLCP_feature_support	8.9	8.9	5.4	7.2	4.2	4.7	36.2	11.2	5	3	0	1	0	
Cfe_Unigene1649-RR2	Unigene1649-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	160	1	weak_CPLCP_feature_support	9.4	11.9	6.2	5.0	1.2	5.0	22.5	1.2	3	0	0	0	0	
Cfe_Unigene16757-RR1	Unigene16757-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	223	1	weak_CPLCP_feature_support	6.7	4.9	6.7	6.3	3.1	7.6	35.0	1.2	2	1	0	0	0	
Cfe_Unigene16782-RR2	Unigene16782-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	356	3	moderate_CPLCP_feature_support	7.3	9.8	5.6	2.5	5.6	4.8	33.8	3.8	5	0	0	2	0	
Cfe_Unigene16827-RR2	Unigene16827-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	173	2	weak_CPLCP_feature_support	2.3	7.5	9.2	4.0	11.6	23.7	8.8	13.8	0	1	0	3	4	
Cfe_Unigene16986-RR2	Unigene16986-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	193	3	moderate_CPLCP_feature_support	3.6	6.7	6.2	4.1	11.9	5.7	35.0	12.5	0	0	0	2	0	
Cfe_Unigene17163-CPRNC	Unigene17163-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	739	4	moderate_CPLCP_feature_support	9.3	7.8	4.5	4.2	1.2	3.0	36.2	0.0	10	3	0	0	0	
Cfe_Unigene17315-CPCFC	Unigene17315-CPCFC	Cfe	Cryptolestes ferrugineus	CPCFC	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	199	3	moderate_CPLCP_feature_support	14.1	7.5	9.0	0.5	3.5	7.0	22.5	6.2	6	0	0	0	0	
Cfe_Unigene17528-RR2	Unigene17528-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	192	2	weak_CPLCP_feature_support	7.3	10.9	8.3	2.6	5.7	8.3	21.2	7.5	2	1	0	1	1	
Cfe_Unigene18018-RR2	Unigene18018-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	234	2	weak_CPLCP_feature_support	4.7	3.0	12.8	2.6	2.6	11.1	38.8	1.2	0	0	0	1	0	
Cfe_Unigene18090-RR2	Unigene18090-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	403	2	weak_CPLCP_feature_support	5.5	6.7	6.2	8.9	4.7	4.0	32.5	0.0	3	0	0	1	0	
Cfe_Unigene18240-RR2	Unigene18240-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	623	3	moderate_CPLCP_feature_support	5.3	6.1	3.2	9.3	4.3	2.7	41.2	7.5	2	0	0	1	0	
Cfe_Unigene18393-CPRNC	Unigene18393-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	411	3	moderate_CPLCP_feature_support	8.0	5.4	5.4	4.6	1.7	10.5	33.8	2.5	3	1	0	1	0	
Cfe_Unigene18895-RR2	Unigene18895-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	463	2	weak_CPLCP_feature_support	6.7	8.0	6.0	5.2	4.3	9.5	31.2	1.2	2	0	0	1	0	
Cfe_Unigene25280-CPRNC	Unigene25280-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	112	1	weak_CPLCP_feature_support	4.5	11.6	6.2	4.5	0.9	9.8	32.5	1.2	2	0	0	0	0	
Cfe_Unigene25969-RR2	Unigene25969-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	108	2	weak_CPLCP_feature_support	2.8	6.5	7.4	4.6	3.7	6.5	37.5	5.0	0	0	0	0	0	
Cfe_Unigene362-CPLCG	Unigene362-CPLCG	Cfe	Cryptolestes ferrugineus	CPLCG	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	113	4	moderate_CPLCP_feature_support	11.5	14.2	5.3	0.9	8.0	8.8	12.5	11.2	5	1	0	2	0	
Cfe_Unigene4298-CPRNC	Unigene4298-CPRNC	Cfe	Cryptolestes ferrugineus	CPR	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	58	2	weak_CPLCP_feature_support	12.1	5.2	6.9	1.7	1.7	6.9	29.3	1.7	0	0	0	0	0	
Cfe_Unigene4338-RR2	Unigene4338-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	131	3	moderate_CPLCP_feature_support	3.1	5.3	7.6	5.3	13.0	18.3	28.8	13.8	0	0	0	3	1	
Cfe_Unigene5159-RR2	Unigene5159-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	228	3	moderate_CPLCP_feature_support	3.9	8.3	4.8	7.9	7.9	4.4	31.2	10.0	1	0	0	3	0	
Cfe_Unigene6620-RR1	Unigene6620-RR1	Cfe	Cryptolestes ferrugineus	CPR RR-1	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	191	1	weak_CPLCP_feature_support	7.9	2.6	6.3	1.0	2.1	11.5	38.8	3.8	1	0	0	0	0	
Cfe_Unigene9017-RR2	Unigene9017-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	weak_CPLCP_features_but_no_confident_HMM	139	2	weak_CPLCP_feature_support	2.2	7.9	9.4	5.8	10.1	16.5	20.0	11.2	0	0	0	1	1	
Cfe_Unigene9137-RR2	Unigene9137-RR2	Cfe	Cryptolestes ferrugineus	CPR RR-2	0.0		no	no_confident_CPLCP_hit	low	no_confident_hit	moderate_CPLCP_features_but_no_confident_HMM	113	3	moderate_CPLCP_feature_support	3.5	6.2	10.6	5.3	12.4	8.0	30.0	11.2	0	0	0	2	0	
