protein_id	protein_name	species_code	species_name	current_family	CPG_score	CPG_evalue	CPH_score	CPH_evalue	delta_CPG_minus_CPH	higher_score_prediction	CPG_feature_score	CPG_feature_class	CPH_feature_score	CPH_feature_class	glycine_percent	alanine_percent	proline_percent	tyrosine_percent	valine_percent	histidine_percent	GGX_count	GGXGG_count	GGYGG_count	GGG_or_more_count	GY_or_YG_count	GH_or_HG_count	AAP_count	AAPA_or_AAPV_count	AP_or_PA_count	PV_or_PY_count	status	review_note
Dan_CPR_Uncharacterized_105	CPR_Uncharacterized_105	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	3.8	10.8	7.5	3.2	13.4	7.0	0	0	0	0	2	0	0	0	4	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_107	CPR_Uncharacterized_107	Dan	Drosophila ananassae	CPR	0.0	None	30.6	6e-08	-30.6	CPH	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	11.8	19.5	6.3	6.3	7.5	14.0	9	0	0	1	7	21	0	0	5	9	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_108	CPR_Uncharacterized_108	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	7.8	18.5	21.8	7.8	7.0	7.0	1	0	0	0	4	4	2	0	26	11	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_11	CPR_Uncharacterized_11	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.4	9.4	9.4	6.7	9.4	2.0	0	0	0	0	2	0	1	0	2	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_12	CPR_Uncharacterized_12	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	2.2	7.5	2.6	1.3	2.4	0.2	0	0	0	0	0	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_13	CPR_Uncharacterized_13	Dan	Drosophila ananassae	CPR	0.0	None	5.7	2.5	-5.7	CPH	0	no_CPG_feature_support	6	strong_CPH_feature_support	4.3	18.4	7.8	5.0	13.5	4.3	0	0	0	0	0	0	1	1	5	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_14	CPR_Uncharacterized_14	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	2	weak_CPH_feature_support	15.9	9.7	6.7	6.7	6.2	5.1	3	0	0	2	2	4	1	1	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_15	CPR_Uncharacterized_15	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	2	weak_CPH_feature_support	7.1	5.9	8.2	7.1	6.5	0.0	0	0	0	0	3	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_16	CPR_Uncharacterized_16	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	8.9	13.3	9.6	6.7	5.2	1.5	0	0	0	0	2	0	1	0	1	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_17	CPR_Uncharacterized_17	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	7.2	13.5	4.3	2.4	12.6	1.0	1	0	0	0	0	0	1	0	2	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_18	CPR_Uncharacterized_18	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	6.9	10.0	6.9	4.6	6.9	1.5	0	0	0	0	1	0	0	0	0	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_19	CPR_Uncharacterized_19	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	8.2	6.4	3.6	6.4	7.3	0.9	0	0	0	0	0	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_2	CPR_Uncharacterized_2	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	6.8	6.8	13.7	11.5	3.8	2.6	0	0	0	0	4	0	0	0	7	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_20	CPR_Uncharacterized_20	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	8.4	6.2	10.5	5.7	2.4	1.1	0	0	0	0	5	1	0	0	3	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_21	CPR_Uncharacterized_21	Dan	Drosophila ananassae	CPR	22.8	1.3e-05	0.0	None	22.8	CPG	3	moderate_CPG_feature_support	4	moderate_CPH_feature_support	13.8	15.1	6.0	1.6	14.4	0.0	15	6	1	7	1	0	0	0	6	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_22	CPR_Uncharacterized_22	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	5.9	15.3	7.6	3.4	7.6	0.8	0	0	0	0	1	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_23	CPR_Uncharacterized_23	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	6.2	12.5	7.1	2.7	10.7	2.7	0	0	0	0	1	1	0	0	0	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_24	CPR_Uncharacterized_24	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	6.2	10.7	8.0	2.7	11.6	1.8	0	0	0	0	1	1	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_25	CPR_Uncharacterized_25	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	8.6	14.1	9.4	2.3	7.8	6.2	0	0	0	0	1	2	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_26	CPR_Uncharacterized_26	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	7.7	11.5	10.0	2.3	6.9	6.2	0	0	0	0	1	3	0	0	1	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_27	CPR_Uncharacterized_27	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	4	moderate_CPH_feature_support	4.8	16.0	5.3	3.2	10.1	8.0	0	0	0	0	0	2	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_28	CPR_Uncharacterized_28	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	5	strong_CPG_feature_support	2	weak_CPH_feature_support	17.1	7.1	9.5	8.5	3.3	0.9	6	2	1	2	8	1	0	0	6	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_29	CPR_Uncharacterized_29	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	2	weak_CPH_feature_support	10.9	9.5	12.4	5.1	4.4	0.7	1	0	0	1	1	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_3	CPR_Uncharacterized_3	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	6.9	9.0	15.5	8.6	1.7	2.1	0	0	0	0	2	1	0	0	9	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_31	CPR_Uncharacterized_31	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	4	moderate_CPG_feature_support	2	weak_CPH_feature_support	19.2	8.7	8.7	6.8	5.3	1.5	10	2	0	4	1	0	0	0	4	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_32	CPR_Uncharacterized_32	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	7.0	6.5	4.5	4.0	1.5	7.0	3	0	0	0	1	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_33	CPR_Uncharacterized_33	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	8.4	10.2	4.8	11.4	7.2	1.8	0	0	0	0	1	1	0	0	2	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_34	CPR_Uncharacterized_34	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.8	11.6	11.6	5.0	2.5	0.8	0	0	0	0	0	0	1	0	3	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_35	CPR_Uncharacterized_35	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	6.5	7.8	5.2	7.2	9.2	3.9	0	0	0	0	1	1	0	0	0	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_36	CPR_Uncharacterized_36	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	6.0	9.0	5.3	5.3	9.0	1.5	0	0	0	0	1	0	1	0	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_37	CPR_Uncharacterized_37	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	6.2	5.6	5.6	4.1	4.1	7.2	0	0	0	0	0	1	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_39	CPR_Uncharacterized_39	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	8.5	9.9	10.6	5.6	5.6	7.7	0	0	0	0	2	1	0	0	1	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_4	CPR_Uncharacterized_4	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	6.9	6.3	6.9	8.6	8.6	3.4	2	0	0	0	1	0	0	0	0	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_40	CPR_Uncharacterized_40	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	4.3	13.0	2.2	6.5	14.1	3.3	0	0	0	0	1	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_41	CPR_Uncharacterized_41	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	4	moderate_CPG_feature_support	1	weak_CPH_feature_support	21.7	6.0	7.5	4.1	7.0	0.7	20	0	0	1	11	1	0	0	6	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_42	CPR_Uncharacterized_42	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	8.9	4.0	1.6	6.5	5.6	1.6	1	0	0	0	1	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_43	CPR_Uncharacterized_43	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	4	moderate_CPH_feature_support	3.9	8.6	10.8	4.2	6.8	3.2	1	0	0	0	3	6	0	0	22	5	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_44	CPR_Uncharacterized_44	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	3	moderate_CPG_feature_support	2	weak_CPH_feature_support	16.0	9.6	16.0	7.2	6.4	3.2	3	1	0	1	2	0	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_45	CPR_Uncharacterized_45	Dan	Drosophila ananassae	CPR	0.0	None	4.7	5.0	-4.7	CPH	0	no_CPG_feature_support	5	strong_CPH_feature_support	9.6	21.3	5.9	6.9	11.7	12.8	0	0	0	0	2	5	4	4	7	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_46	CPR_Uncharacterized_46	Dan	Drosophila ananassae	CPR	0.0	None	7.1	0.94	-7.1	CPH	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	5.3	11.8	7.0	8.0	12.3	4.8	0	0	0	0	3	1	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_48	CPR_Uncharacterized_48	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	6.9	9.2	4.6	3.1	7.6	8.4	0	0	0	0	0	2	0	0	1	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_49	CPR_Uncharacterized_49	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	6.3	11.8	8.7	5.5	3.9	2.4	0	0	0	0	0	1	1	0	1	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_5	CPR_Uncharacterized_5	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	5	strong_CPH_feature_support	5.5	13.9	6.6	5.1	8.1	1.1	1	0	0	0	3	1	0	0	5	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_50	CPR_Uncharacterized_50	Dan	Drosophila ananassae	CPR	21.7	2.7e-05	0.0	None	21.7	CPG	0	no_CPG_feature_support	2	weak_CPH_feature_support	11.6	10.5	7.7	5.5	4.4	5.0	3	0	0	0	1	6	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_51	CPR_Uncharacterized_51	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	9.3	16.3	7.0	7.8	3.9	3.1	1	0	0	0	1	0	0	0	3	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_52	CPR_Uncharacterized_52	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	6.8	8.3	6.0	5.3	12.0	3.8	1	0	0	0	0	1	0	0	1	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_53	CPR_Uncharacterized_53	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	5.2	4.3	9.5	6.4	4.9	6.7	0	0	0	0	2	1	0	0	1	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_55	CPR_Uncharacterized_55	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	12.2	14.0	6.6	5.9	7.7	5.5	2	0	0	0	4	5	0	0	12	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_56	CPR_Uncharacterized_56	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	6.1	8.9	7.7	6.9	13.4	6.9	1	0	0	0	2	1	0	0	2	8	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_57	CPR_Uncharacterized_57	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	3	moderate_CPH_feature_support	6.9	12.8	7.8	6.0	6.9	4.1	1	0	0	0	3	3	1	0	7	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_58	CPR_Uncharacterized_58	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	3.4	8.5	1.8	3.2	2.3	0.5	0	0	0	0	2	0	0	0	2	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_59	CPR_Uncharacterized_59	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	7.1	3.6	8.0	7.1	7.1	2.7	1	0	0	0	0	1	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_6	CPR_Uncharacterized_6	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	2	weak_CPG_feature_support	0	no_CPH_feature_support	15.5	6.3	0.5	3.9	4.9	28.6	2	0	0	0	4	25	1	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_60	CPR_Uncharacterized_60	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	9.6	6.1	7.0	6.1	7.0	3.5	0	0	0	0	1	1	0	0	0	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_61	CPR_Uncharacterized_61	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	9.6	5.2	6.7	3.7	7.4	2.2	1	0	0	0	0	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_62	CPR_Uncharacterized_62	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	2	weak_CPH_feature_support	8.5	8.5	10.1	5.4	4.7	3.9	1	0	0	1	1	1	0	0	1	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_63	CPR_Uncharacterized_63	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	7.5	13.1	9.3	5.6	5.6	2.8	0	0	0	0	1	0	0	0	0	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_64	CPR_Uncharacterized_64	Dan	Drosophila ananassae	CPR	0.0	None	17.2	0.00074	-17.2	CPH	0	no_CPG_feature_support	7	strong_CPH_feature_support	5.2	17.9	8.2	6.0	11.9	10.4	0	0	0	0	1	2	1	1	6	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_65	CPR_Uncharacterized_65	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	1	weak_CPH_feature_support	6.5	5.9	5.2	9.2	7.2	16.3	0	0	0	0	3	3	0	0	2	2	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_67	CPR_Uncharacterized_67	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	4	moderate_CPG_feature_support	1	weak_CPH_feature_support	20.6	6.9	5.7	3.2	5.0	2.3	15	2	0	6	2	0	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_68	CPR_Uncharacterized_68	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	6.4	19.6	13.7	5.9	11.8	2.9	0	0	0	0	4	2	4	1	16	4	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_69	CPR_Uncharacterized_69	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	6	strong_CPH_feature_support	6.7	14.3	9.2	3.4	13.4	0.8	0	0	0	0	0	0	1	0	3	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_7	CPR_Uncharacterized_7	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	8.8	6.9	4.9	6.9	7.8	5.9	0	0	0	0	0	3	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_70	CPR_Uncharacterized_70	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	7	strong_CPH_feature_support	6.1	20.2	9.6	5.6	10.1	2.5	1	0	0	0	4	1	6	4	11	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_71	CPR_Uncharacterized_71	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	7	strong_CPH_feature_support	4.5	29.8	15.3	5.0	11.6	0.0	0	0	0	0	0	0	19	9	31	16	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_72	CPR_Uncharacterized_72	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	10.3	15.4	7.4	7.4	5.1	1.5	2	0	0	0	1	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_73	CPR_Uncharacterized_73	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	8.4	13.5	8.4	7.1	5.2	1.3	2	0	0	0	1	0	0	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_74	CPR_Uncharacterized_74	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	7.4	12.4	8.3	6.6	4.1	1.7	0	0	0	0	1	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_75	CPR_Uncharacterized_75	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	3	moderate_CPH_feature_support	8.1	9.6	7.3	6.9	3.8	3.8	0	0	0	0	1	3	0	0	4	3	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_76	CPR_Uncharacterized_76	Dan	Drosophila ananassae	CPR	15.8	0.0017	0.0	None	15.8	CPG	3	moderate_CPG_feature_support	0	no_CPH_feature_support	16.3	6.6	3.6	10.7	7.7	12.2	5	0	0	0	14	12	1	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_77	CPR_Uncharacterized_77	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	1	weak_CPG_feature_support	2	weak_CPH_feature_support	10.9	6.5	4.0	5.5	6.0	14.9	2	0	0	0	5	11	0	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_78	CPR_Uncharacterized_78	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	5	strong_CPG_feature_support	2	weak_CPH_feature_support	17.4	7.1	18.2	5.5	2.0	0.8	6	1	0	4	7	1	1	0	6	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_8	CPR_Uncharacterized_8	Dan	Drosophila ananassae	CPR	0.0	None	11.6	0.039	-11.6	CPH	0	no_CPG_feature_support	5	strong_CPH_feature_support	5.5	15.8	7.5	5.5	8.2	4.1	0	0	0	0	1	0	3	1	6	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_80	CPR_Uncharacterized_80	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	2	weak_CPH_feature_support	9.0	8.0	4.0	4.0	10.0	1.0	0	0	0	0	1	0	0	0	1	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_81	CPR_Uncharacterized_81	Dan	Drosophila ananassae	CPR	0.0	None	0.0	None	0.0	no_hit	0	no_CPG_feature_support	1	weak_CPH_feature_support	10.7	7.8	4.9	4.9	4.9	2.9	0	0	0	0	1	1	1	0	2	0	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_82	CPR_Uncharacterized_82	Dan	Drosophila ananassae	CPR	0.0	None	14.9	0.0039	-14.9	CPH	0	no_CPG_feature_support	4	moderate_CPH_feature_support	9.5	14.3	5.7	2.9	9.5	1.9	0	0	0	0	1	1	1	1	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_83	CPR_Uncharacterized_83	Dan	Drosophila ananassae	CPR	14.1	0.0057	15.1	0.0033	-1.0	CPH	0	no_CPG_feature_support	3	moderate_CPH_feature_support	8.6	14.3	5.7	2.9	8.6	1.9	0	0	0	0	1	0	1	0	2	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
Dan_CPR_Uncharacterized_84	CPR_Uncharacterized_84	Dan	Drosophila ananassae	CPR	0.0	None	17.0	0.00088	-17.0	CPH	0	no_CPG_feature_support	4	moderate_CPH_feature_support	7.8	16.5	5.8	4.9	11.7	1.0	0	0	0	0	0	0	1	0	3	1	no_confident_CPG_CPH_signal	no_confident_CPG_CPH_signal
